[0.2717812  0.9231082  0.33166612 0.99988377 0.0230282  0.18799106],[0.57505456 0.81316769 0.15430647 0.60265326 0.52588907 0.52383386],[0.07460766 0.62005362 0.51423289 0.27641842 0.02047312 0.23517457],[0.16971674 0.79715634 0.83671169 0.23393484 0.43998661 0.38190633],[0.14671074 0.25748711 0.02431279 0.77638938 0.71945622 0.44411829],[0.36141574 0.14843211 0.18663952 0.37843972 0.39586941 0.36048467]
[0.36162497 0.24044409 0.88841739 0.55433574 0.87951516 0.2291135 ],[0.93918775 0.89639019 0.13396072 0.40671205 0.90405399 0.65455265],[0.90429978 0.06454858 0.3213131  0.674066   0.11171049 0.93841257],[0.120074   0.60527785 0.09938564 0.00540083 0.10179254 0.80839432],[0.33184047 0.81875265 0.63114594 0.8793644  0.20898464 0.58873396],[0.21820214 0.31728253 0.26730981 0.49722236 0.97648656 0.32577345]
[0.89487627 0.82636602 0.32353714 0.25432788 0.68527037 0.38451623],[0.17348009 0.68719835 0.19134068 0.88742102 0.27181135 0.0724713 ],[0.5560943  0.38332436 0.87392186 0.40629201 0.51846994 0.9581355 ],[0.98036448 0.70434898 0.61170117 0.66645208 0.24080492 0.30917388],[0.27495606 0.87877418 0.55316157 0.22968524 0.03613449 0.19356524],[0.4478644  0.40937016 0.37346722 0.70530283 0.07727711 0.9628165 ]
[0.57263856 0.3063988  0.93511055 0.59872158 0.60186986 0.64387376],[0.93973319 0.00910779 0.43388256 0.24983545 0.0828693  0.89073636],[0.36521725 0.09853673 0.61178343 0.45845814 0.89545795 0.20007095],[0.00626315 0.49919939 0.06343353 0.04550178 0.44879577 0.76016629],"[9.31993435e-01 9.71883125e-01 9.12733825e-01 5.90554992e-01
 1.99000172e-01 7.87295441e-04]",[0.79966196 0.4144661  0.27858872 0.80562199 0.71281971 0.72699572]
[0.81348545 0.40275994 0.196128   0.70223917 0.16165031 0.11829708],[0.89604024 0.32660345 0.74142411 0.50097598 0.18888669 0.97158101],[0.39990594 0.07817206 0.33328566 0.95703347 0.93212274 0.52210639],[0.40240292 0.64175522 0.2498825  0.8416942  0.76678977 0.9023926 ],[0.96065463 0.20362121 0.82477674 0.63673835 0.46258161 0.24900146],[0.83879105 0.52756226 0.12354941 0.10401848 0.31959248 0.507674  ]
[0.9662301  0.45835621 0.46722444 0.25865361 0.44782183 0.91911671],[0.42791059 0.87911399 0.42417781 0.23672177 0.16630516 0.60131063],[0.2353913  0.95369077 0.22355054 0.68538261 0.56354138 0.72906398],[0.18506581 0.11878269 0.52086053 0.64341513 0.33354809 0.55351035],[0.95832218 0.43590768 0.26870828 0.28439403 0.66836834 0.50302596],[0.99308502 0.95892308 0.09799147 0.55196769 0.44802328 0.28585287]
[0.19576843 0.94084992 0.62174079 0.66228545 0.6616685  0.54195081],[0.18626178 0.34641144 0.11264461 0.29519451 0.53131459 0.94817139],[0.20702041 0.84438048 0.2653483  0.31149337 0.6696033  0.84605465],[0.26805952 0.96631331 0.67836621 0.35407031 0.7997044  0.05656999],[0.98702351 0.80749038 0.60670349 0.99571895 0.66327982 0.60938145],[0.12822667 0.74207958 0.66908117 0.0962578  0.71244271 0.38506762]
[-0.04207891  0.30746054 -0.00119521 -0.03705719  0.39087743  0.62808146],[0.75611678 0.90478615 0.39565871 0.80255168 0.30365314 0.86392889],[-0.06169091  0.29808781  0.07122959  0.47302122  0.45743045  0.19898956],[0.16826088 0.88366696 0.17088608 0.26738852 0.40917383 0.82586677],[ 0.05264127  0.83309156  0.21918244  0.26442146 -0.10507664  0.67071202],[-0.17172529  0.74220115  0.44739519  0.12726566  0.15425974 -0.05376535]
[0.50827483 0.76774677 1.01644541 0.5269792  0.760115   0.18403357],[-0.37444265 -0.50632275 -0.90267403 -0.05959026 -0.77849573  0.06480855],[-0.57332501 -0.22709342 -0.12526494 -0.580463   -0.06767719 -0.79299536],[-0.60682021 -0.76623037 -0.67172795 -0.72969337 -0.1935648   0.09861683],[0.9116899  0.96923077 0.44472906 1.0210494  0.2172371  0.51418648],[0.62985513 0.1752922  0.31930552 0.95630689 0.57699952 0.22728468]
[-0.83528779  0.11673672  0.02124456  0.10162809 -1.37482678 -0.71085687],[-0.74677002  0.12493077 -0.77059035 -0.44053936 -1.12813727 -0.86326376],[-1.00287764 -0.25818838  0.17212638 -0.19736759 -1.18026093 -0.68357454],[-1.27100804  0.05666951 -0.1104626   0.15974912 -1.152014   -0.4587369 ],[-0.9388391  -0.40695698 -0.33874397 -0.102797   -0.88469783 -0.95357745],[-1.20764852 -0.34418325  0.34988056 -0.25630936 -1.19435666 -0.46760287]
[-1.65648942 -1.56588036 -1.63614381 -1.64401103 -1.57285251 -1.64992534]
