[0.17241564 0.59954915 0.07395059 0.73617614 0.69927792 0.93283983],[0.80441317 0.42905197 0.18101004 0.98538001 0.77469805 0.66537066],[0.00625554 0.33955787 0.51406613 0.49147813 0.03047088 0.85524832],[0.79253982 0.24795108 0.37566985 0.58429526 0.64789341 0.95865054],[0.71873583 0.56732965 0.12776342 0.81106938 0.59349542 0.24197829],[0.46378683 0.67222904 0.09154066 0.54807691 0.48572379 0.42602294],[0.31201937 0.76608429 0.77081417 0.57792348 0.64018973 0.09464816],[0.70705912 0.57443899 0.12796241 0.03892754 0.30892479 0.02784009],[0.57327316 0.39039697 0.24469286 0.32687215 0.55857705 0.27190685],[0.83146837 0.14909534 0.07183796 0.11562503 0.90959662 0.53518579],[0.39395104 0.56913079 0.81593798 0.54798761 0.33288083 0.65424176],[0.40610062 0.58472147 0.2579039  0.44353891 0.29871163 0.04982689]
"[0.45965938 0.13185343 0.17610615 0.08566298 0.34520931 0.1263857
 0.23368928 0.76109202 0.45800376 0.79054361 0.1699597  0.61956328]","[0.70199325 0.12909065 0.79313116 0.48945692 0.7567125  0.17767019
 0.4597432  0.06913985 0.18337323 0.6408048  0.24681859 0.07716326]","[0.12467979 0.51158513 0.85037685 0.91477322 0.1820072  0.02329138
 0.52578137 0.87407109 0.01567173 0.82380701 0.09383913 0.4361548 ]","[0.21887415 0.01261446 0.32392272 0.28329826 0.03040082 0.47712471
 0.3869421  0.06734463 0.82797991 0.62323933 0.85488305 0.63316872]","[0.88832511 0.83765651 0.50341208 0.62655282 0.75233363 0.53943746
 0.5039941  0.8290629  0.51462162 0.04302263 0.8486149  0.06699472]","[0.2543114  0.63883591 0.51557515 0.14987198 0.38018479 0.4081123
 0.31825557 0.46965159 0.83652097 0.07787322 0.07947417 0.56003547]","[3.94913033e-01 8.69072321e-02 2.57312238e-01 2.06346591e-01
 8.89157091e-01 9.03853353e-03 1.86170051e-01 2.43624919e-04
 4.69976079e-01 3.65042601e-01 2.17918196e-01 6.47331654e-01]","[0.00457832 0.94781731 0.48115675 0.27307785 0.31007252 0.2203767
 0.41637562 0.71333247 0.21598319 0.56669522 0.76090731 0.16011728]","[0.04535147 0.81718708 0.71969256 0.38022458 0.18435505 0.67935481
 0.36948146 0.516404   0.4568382  0.99440243 0.73935353 0.50520683]","[0.83363291 0.98129586 0.70063124 0.93801881 0.61824277 0.785016
 0.87029201 0.68461973 0.55991909 0.70071187 0.19760084 0.00522236]","[0.85909609 0.03235472 0.27003047 0.43777621 0.97682689 0.07958565
 0.37217421 0.18268404 0.03097665 0.85757025 0.72410953 0.54737934]","[0.56684326 0.23460956 0.70422024 0.57333675 0.53760212 0.40994524
 0.64263799 0.63169207 0.15378375 0.56750138 0.99237548 0.61566772]"
"[8.98314766e-04 8.74799850e-01 4.67722511e-01 3.91034204e-01
 2.33611254e-01 8.31546949e-01 5.74302275e-01 3.74414773e-01
 6.91450381e-01 5.53634228e-01 9.12646891e-01 3.67020948e-01]","[0.81539337 0.04743471 0.20384856 0.32784053 0.35400898 0.90877064
 0.35144206 0.26897162 0.00438604 0.61108086 0.0551777  0.70206097]","[0.52905389 0.85956901 0.01928251 0.63558615 0.23009424 0.86907601
 0.16112355 0.08421071 0.36755573 0.87957265 0.08700105 0.73934274]","[0.33997644 0.54120191 0.00235162 0.1646783  0.796314   0.54463953
 0.60416152 0.46416008 0.57292424 0.44644593 0.7770287  0.08200355]","[0.79119841 0.23748389 0.65373944 0.56082567 0.11056253 0.75095291
 0.26148734 0.36463508 0.79949809 0.21404633 0.4515751  0.13101835]","[0.54848398 0.63793766 0.23930009 0.91619229 0.09955554 0.28779442
 0.44854828 0.96789467 0.21702155 0.53524556 0.71812072 0.82320221]","[0.01434658 0.30369973 0.0696097  0.6989323  0.46228121 0.77756506
 0.30398924 0.05402066 0.38863414 0.25047814 0.63492323 0.99885914]","[0.61803404 0.77515312 0.5806679  0.44962707 0.25209538 0.43794175
 0.94265405 0.93391484 0.94950343 0.99368385 0.78481021 0.89918408]","[0.29919658 0.25340096 0.84237081 0.93153924 0.77970821 0.66221175
 0.83375788 0.30701864 0.9823922  0.5133434  0.6666095  0.88613428]","[0.24355232 0.61528464 0.47913423 0.01206856 0.51558656 0.91029195
 0.57278771 0.22019687 0.02660443 0.53098044 0.61136827 0.04890554]","[0.65732505 0.46946582 0.62081885 0.39156304 0.78776759 0.57666755
 0.27579032 0.51959842 0.74960511 0.15669633 0.84920507 0.05885738]","[0.90505043 0.54158683 0.33496018 0.58532682 0.39206752 0.21796948
 0.81406499 0.28766191 0.60915565 0.65291943 0.01589515 0.30091121]"
"[0.44064141 0.17038833 0.33095983 0.66145284 0.23616927 0.95128801
 0.78058001 0.77057806 0.37355197 0.93469691 0.58369894 0.12028466]","[0.00100842 0.92323752 0.86901042 0.84430171 0.5232691  0.35228958
 0.9088764  0.57732761 0.65585969 0.96264753 0.71686799 0.03268844]","[0.90560441 0.81034598 0.16704518 0.74345961 0.49274536 0.96396527
 0.12462243 0.14613475 0.85385306 0.8619074  0.51709231 0.52050078]","[0.05293653 0.49882842 0.91313815 0.26053594 0.13777718 0.84319984
 0.67542069 0.77881556 0.28183497 0.60989291 0.09216241 0.81813161]","[0.96073195 0.83935948 0.9267717  0.20150832 0.65583523 0.69754259
 0.41229393 0.47571438 0.53491181 0.87047644 0.95554264 0.22090641]","[0.18351525 0.33391518 0.73846394 0.19593357 0.86114742 0.14605149
 0.92931407 0.20341494 0.3124635  0.90843015 0.24149523 0.03132383]","[0.38033457 0.47715155 0.48605216 0.96825796 0.95443522 0.93559951
 0.60191257 0.10473469 0.08510194 0.01153041 0.25438343 0.07037171]","[0.5916568  0.64946703 0.36695854 0.20078271 0.02184791 0.09890102
 0.13065253 0.62884211 0.60844281 0.045836   0.26099268 0.5777408 ]","[0.45349918 0.81052678 0.54873001 0.39568604 0.33496682 0.98160508
 0.16367628 0.81843074 0.4974852  0.61935021 0.6450755  0.44763132]","[0.32286194 0.63335766 0.48134869 0.73067782 0.62852708 0.43675931
 0.24077465 0.73174342 0.3069242  0.79380222 0.06425416 0.9612669 ]","[0.81769755 0.63605658 0.86354592 0.81685006 0.95447356 0.03198603
 0.57800896 0.84506063 0.01136801 0.59335028 0.66278003 0.98435495]","[0.951505   0.08480891 0.05825061 0.73890321 0.31214468 0.70752703
 0.754942   0.41179109 0.29456565 0.34906185 0.84914436 0.3145152 ]"
"[0.49489341 0.02676953 0.8355995  0.7467758  0.50423571 0.18635046
 0.47452383 0.6550702  0.57875643 0.97486059 0.32003713 0.23846074]","[0.055586   0.57842106 0.41560076 0.02259975 0.70543372 0.17690896
 0.68353626 0.87880888 0.35832762 0.04680175 0.82855469 0.54746158]","[0.03062448 0.24257377 0.44149165 0.21740779 0.45216292 0.48583044
 0.25376636 0.708309   0.70055783 0.71125319 0.23320157 0.9007298 ]","[0.50424825 0.91749348 0.24043868 0.75647009 0.46263029 0.65778183
 0.2420462  0.59544532 0.3571254  0.12047553 0.03896436 0.22680027]","[0.85467141 0.65391958 0.214173   0.51552366 0.70737648 0.39866678
 0.31843455 0.7370645  0.32802436 0.61373096 0.92738924 0.70563567]","[0.45926205 0.11704086 0.05424108 0.49671835 0.89942895 0.83048883
 0.35401775 0.0429043  0.23379635 0.9576255  0.47092893 0.58498209]","[0.29180136 0.79698877 0.70769569 0.26835703 0.36519068 0.64557793
 0.02302838 0.85474958 0.79888994 0.90713193 0.17585565 0.77088792]","[0.59128055 0.99463582 0.31312814 0.83223792 0.90864566 0.90484196
 0.84812987 0.11732208 0.4053199  0.28727799 0.99174425 0.40410787]","[0.99314694 0.34213926 0.09510837 0.7825304  0.23471371 0.66244913
 0.39963238 0.42950008 0.47967648 0.49974027 0.46546405 0.30572139]","[0.82086374 0.96172295 0.74447192 0.81464038 0.65139187 0.7162387
 0.46994744 0.48687044 0.66418798 0.66995532 0.63163058 0.17749598]","[0.91434602 0.3259519  0.65805474 0.62356958 0.78701207 0.08571152
 0.69026119 0.72878391 0.24691347 0.72874786 0.97248069 0.3245208 ]","[0.64574859 0.72623516 0.24731745 0.74939644 0.47965447 0.26051556
 0.27690151 0.27152181 0.12244662 0.0394523  0.32631425 0.00134829]"
"[0.61638079 0.7623402  0.09037665 0.95380246 0.86984417 0.29811593
 0.7032393  0.56498985 0.8107229  0.45540553 0.12859162 0.65133047]","[0.37889226 0.0681561  0.75334489 0.63687628 0.80050677 0.79298803
 0.14888958 0.69080148 0.36240593 0.37921142 0.7072561  0.12720844]","[0.67454757 0.45192682 0.23581408 0.80052669 0.63790994 0.61933262
 0.52930522 0.75826042 0.87663612 0.81227165 0.01433283 0.06794222]","[0.34241002 0.76518359 0.22067829 0.87003222 0.17132619 0.18645669
 0.32393734 0.35094584 0.47544839 0.93537889 0.36532168 0.48451764]","[0.26122715 0.18322651 0.71610567 0.65436206 0.88353627 0.40531421
 0.99215259 0.19269771 0.54338566 0.80595967 0.09688992 0.90847816]","[0.0870843  0.36850537 0.40711134 0.55384873 0.90379162 0.79439245
 0.66936415 0.74875772 0.2157611  0.85089128 0.30217989 0.4686047 ]","[0.51104652 0.70938712 0.9745477  0.69055217 0.69896162 0.60982968
 0.33003545 0.85909301 0.35142588 0.62361351 0.5997165  0.77828452]","[0.85463008 0.70873845 0.84933812 0.67980613 0.57106216 0.65630325
 0.31771599 0.31898622 0.30752071 0.61315485 0.9838633  0.33777923]","[0.02859483 0.04591654 0.21705978 0.89201709 0.48790768 0.61080951
 0.28330532 0.9948766  0.55208838 0.375881   0.56070485 0.55535244]","[0.11915181 0.44103157 0.10518339 0.0676731  0.09223046 0.87061137
 0.67267582 0.07308054 0.24340179 0.16500208 0.65782024 0.99988094]","[0.1951536  0.47871362 0.71324594 0.28384035 0.60451467 0.3703358
 0.01217736 0.41627636 0.12805917 0.965782   0.21644842 0.07024911]","[0.39840531 0.05449708 0.61972066 0.87574343 0.87925875 0.78103631
 0.89932826 0.45187933 0.29142733 0.90077673 0.87690736 0.97417075]"
"[0.95722261 0.1584791  0.20617114 0.52966083 0.46438405 0.89870911
 0.53609405 0.85126314 0.3720976  0.57248201 0.98284003 0.47302715]","[0.43063462 0.70149836 0.40488591 0.84550221 0.59204094 0.88338622
 0.96040397 0.44320712 0.18774455 0.54634789 0.61040837 0.82809963]","[0.08299751 0.93302743 0.66569608 0.37594795 0.17018814 0.73033507
 0.57617411 0.74554254 0.36482229 0.96900879 0.50282618 0.31562303]","[0.27687765 0.20933086 0.26223524 0.61224495 0.70944304 0.10451093
 0.77857128 0.44357332 0.66079919 0.08773711 0.3167726  0.5694697 ]","[0.32363116 0.75320234 0.24268096 0.15785761 0.26356985 0.1080433
 0.52228317 0.67948556 0.45457058 0.29147599 0.96693187 0.29379426]","[0.79123766 0.63078716 0.57009681 0.54734137 0.04522644 0.67744363
 0.5831308  0.61792915 0.53183058 0.47505209 0.07230844 0.40444527]","[0.51687907 0.58269322 0.72366785 0.67568311 0.17450844 0.72030907
 0.72941849 0.83263546 0.61333874 0.8665936  0.2924444  0.2670884 ]","[0.92906842 0.10101609 0.6556191  0.22378483 0.89908122 0.93552714
 0.05376125 0.69088525 0.54246624 0.06515011 0.6113826  0.71222374]","[0.93963127 0.36324037 0.74412997 0.58967944 0.54936607 0.57351163
 0.83034022 0.25046717 0.24449256 0.98882667 0.0708296  0.09008813]","[0.04815458 0.55617967 0.62894333 0.74147591 0.73892944 0.98846159
 0.70364593 0.99969667 0.51285462 0.51105917 0.66830561 0.71601885]","[0.28785578 0.23332414 0.76059614 0.63757524 0.75440552 0.14605452
 0.20774102 0.98355069 0.74703864 0.82440625 0.81943055 0.1991974 ]","[0.22465731 0.7060375  0.79808681 0.19092366 0.73830404 0.09366104
 0.09761791 0.08774747 0.94960161 0.05046222 0.90018719 0.01822605]"
"[0.82537527 0.65661481 0.55363094 0.72921786 0.63599231 0.38158194
 0.70102492 0.03953195 0.34292939 0.05344401 0.55356814 0.22067377]","[0.76100752 0.86096713 0.72645858 0.68489274 0.38034549 0.77619933
 0.81463231 0.17966359 0.76018772 0.70263226 0.44921122 0.50978257]","[0.42153438 0.8300703  0.34712541 0.01108615 0.20506729 0.46471506
 0.78512903 0.32456449 0.81118747 0.98579015 0.38647713 0.38740741]","[0.00775899 0.25759911 0.26753914 0.52170673 0.4447262  0.87075344
 0.99056907 0.91883894 0.608348   0.8221042  0.72464334 0.30992238]","[0.59205426 0.43616353 0.68805447 0.62255734 0.18762175 0.65251058
 0.27617705 0.48017588 0.02715019 0.49486201 0.93946535 0.67103902]","[0.55998214 0.70449944 0.37361905 0.42432258 0.19132055 0.18008182
 0.28589127 0.33100032 0.61863887 0.69569621 0.94376218 0.26329143]","[0.74355837 0.95382824 0.40537658 0.09611234 0.51230013 0.18270149
 0.15368741 0.46191744 0.7832398  0.46512437 0.02732503 0.43897075]","[0.52438923 0.32317648 0.04306346 0.22274898 0.51212973 0.15509401
 0.16955573 0.32459336 0.77296134 0.96742707 0.95371147 0.51548056]","[0.96314151 0.37076118 0.99043712 0.72808523 0.25914991 0.38254503
 0.27306131 0.84067264 0.23183376 0.30211373 0.60880461 0.77303796]","[0.54526015 0.9070343  0.42959332 0.59761099 0.4398642  0.39060766
 0.51644062 0.37169315 0.44038681 0.3262058  0.45334621 0.18132546]","[0.60780316 0.43725148 0.12416133 0.61961571 0.498348   0.6942337
 0.62990352 0.02437315 0.82986319 0.64838628 0.88531001 0.32117526]","[0.91988071 0.00484414 0.95276494 0.35753895 0.99481439 0.89424992
 0.83727461 0.66166206 0.91697512 0.81244833 0.69193019 0.57295528]"
"[0.00823636 0.62061166 0.26195924 0.62347743 0.44699096 0.05226116
 0.25408448 0.67278233 0.01230058 0.92303749 0.9840065  0.16320697]","[0.75288761 0.81808398 0.61252859 0.91481259 0.53304112 0.95695781
 0.72376494 0.15783686 0.74303673 0.44841498 0.94537506 0.6140412 ]","[0.62275413 0.46925891 0.57270684 0.83326722 0.25883284 0.43882228
 0.94267226 0.28039236 0.51134438 0.16871048 0.32386603 0.55771033]","[0.93113064 0.48858798 0.67132093 0.77716152 0.78561522 0.43793096
 0.44553927 0.14073514 0.14444154 0.90594206 0.11672787 0.62645664]","[0.28868382 0.13379114 0.91364639 0.37581967 0.43905434 0.53570859
 0.96547215 0.0796978  0.25791922 0.34138967 0.65832047 0.02115412]","[0.85590336 0.81318243 0.72368494 0.46429114 0.52327713 0.96284009
 0.78803983 0.57824075 0.29878859 0.48337651 0.04609312 0.01106066]","[0.98228587 0.42318727 0.89399619 0.15666202 0.67310889 0.21310274
 0.89323634 0.30347884 0.33369358 0.24065143 0.6738601  0.05304297]","[0.03284714 0.62548198 0.98352169 0.87699882 0.64287407 0.32346254
 0.28646851 0.82485079 0.04604442 0.8341991  0.2576974  0.9874122 ]","[0.89376754 0.89144591 0.75117632 0.58840109 0.55595633 0.06247818
 0.14780471 0.61243175 0.04012525 0.33892663 0.1076305  0.73860436]","[0.85893877 0.90090878 0.01863518 0.56690074 0.85954134 0.34248038
 0.74805384 0.58322083 0.61396444 0.01082854 0.27901036 0.92829045]","[0.08380588 0.09658891 0.43752978 0.81210997 0.85828387 0.8325374
 0.24831763 0.84847151 0.75452904 0.92234519 0.37153138 0.54073907]","[0.62654262 0.50597559 0.76864426 0.16950994 0.21659789 0.92542137
 0.65919602 0.10088559 0.18408692 0.55683127 0.85488218 0.17392875]"
"[0.81841749 0.56546217 0.57951482 0.27062387 0.67172206 0.17800355
 0.78207926 0.67394827 0.240801   0.42627026 0.59249379 0.84432626]","[0.81661605 0.69980131 0.8784071  0.13039047 0.518923   0.29707948
 0.02506547 0.99720139 0.80588471 0.64546055 0.85495275 0.31723137]","[0.11887163 0.22548032 0.81236526 0.62480435 0.3541962  0.8136245
 0.39941621 0.1577782  0.73344063 0.14839421 0.68527417 0.91529497]","[0.09733945 0.12923926 0.29459448 0.91419865 0.71030437 0.55956964
 0.64904318 0.68875356 0.69757285 0.26938458 0.52855747 0.38704655]","[0.2270214  0.59265562 0.59139422 0.33698969 0.62685377 0.27175647
 0.7617346  0.56792442 0.89173366 0.45662129 0.86809624 0.05206189]","[0.53084241 0.79896748 0.42300072 0.45356161 0.75136153 0.08488443
 0.28144233 0.2024677  0.8248689  0.06517504 0.21388395 0.27139137]","[0.39279417 0.00101918 0.79333236 0.60554035 0.91985609 0.28250698
 0.85429414 0.60905665 0.33871869 0.11125068 0.25133046 0.81970969]","[0.10162705 0.53146434 0.53076774 0.61184301 0.13265342 0.34552545
 0.70540302 0.5069704  0.3378859  0.45468507 0.94663979 0.94949403]","[0.23974273 0.27225089 0.96688769 0.55420144 0.12695277 0.36142156
 0.05529401 0.01891274 0.11284048 0.05275922 0.79095824 0.30808   ]","[0.76078724 0.26169079 0.52807831 0.58801001 0.51182793 0.58197637
 0.71413611 0.13584631 0.04644104 0.87321793 0.7911765  0.91427624]","[0.97004929 0.87688527 0.62959163 0.54314478 0.33104498 0.35002543
 0.23039589 0.68622778 0.47710855 0.62982366 0.97587085 0.12499815]","[0.3595467  0.13221074 0.14862334 0.58166964 0.80067486 0.8691996
 0.98589138 0.73047314 0.10550565 0.6886339  0.23678987 0.50457952]"
