epoch,error
1.0,1.2551990998444532e-05
2.0,0.00010549622617674246
3.0,0.0004002674234230567
4.0,0.0008688552009514009
5.0,0.0013015057751379624
6.0,0.0015326873032369735
7.0,0.0015423031017708197
8.0,0.0013930321132543352
9.0,0.0011605283802614693
10.0,0.0009040524198981831
11.0,0.000661425347408235
12.0,0.00045292664187927524
13.0,0.00028681101896493595
14.0,0.00016379339126069948
15.0,8.01251201102939e-05
16.0,2.9664007533924476e-05
17.0,5.339650472171e-06
18.0,2.0252531419954537e-07
19.0,8.106994580531089e-06
20.0,2.4058124471291742e-05
21.0,4.428569421788428e-05
22.0,6.613566149627356e-05
23.0,8.786890828719927e-05
24.0,0.00010843639157788483
25.0,0.00012727303459948749
26.0,0.00014412974714499139
27.0,0.0001589475538840298
28.0,0.00017176951580992445
29.0,0.00018268290581645866
30.0,0.00019178382458269656
31.0,0.00019915754161924215
32.0,0.00020486935923810044
33.0,0.0002089622375798908
34.0,0.00021145859556870005
35.0,0.0002123645818952178
36.0,0.0002116757270751801
37.0,0.0002093832984113001
38.0,0.0002054809388320223
39.0,0.00019997132288042329
40.0,0.00019287264249740648
41.0,0.00018422476643757788
42.0,0.000174094918239936
43.0,0.000162582702309818
44.0,0.00014982428683163687
45.0,0.00013599553525350648
46.0,0.00012131387298075193
47.0,0.00010603868905992646
48.0,9.04701078835228e-05
49.0,7.494602340313904e-05
50.0,5.9837363096858397e-05
51.0,4.554163017682758e-05
52.0,3.247484343304891e-05
53.0,2.106203299547819e-05
54.0,1.17264332111301e-05
55.0,4.877419080508792e-06
56.0,8.970480365896569e-07
57.0,1.2480331250438258e-07
58.0,2.83983912954298e-06
59.0,9.23982632344397e-06
60.0,1.9415636403331705e-05
61.0,3.332199494110739e-05
62.0,5.0746435701146106e-05
63.0,7.128284596341599e-05
64.0,9.432127762341894e-05
65.0,0.0001190702462202675
66.0,0.00014462647144681683
67.0,0.00017009400570309373
68.0,0.0001947294492042758
69.0,0.00021806484310189165
70.0,0.00023995694925290565
71.0,0.00026054231524586457
72.0,0.00028012393969792344
73.0,0.0002990431806336984
74.0,0.0003175833381118539
75.0,0.0003359231555046577
76.0,0.0003541332258371305
77.0,0.00037219755638285364
78.0,0.00039004378115768614
79.0,0.0004075715392582489
80.0,0.00042467433961982325
81.0,0.00044125403373574816
82.0,0.00045722890433547066
83.0,0.0004725370021474325
84.0,0.00048713632645586353
85.0,0.0005010031425599032
86.0,0.0005141293730091323
87.0,0.0005265196843901709
88.0,0.0005381886475985307
89.0,0.0005491581764221988
90.0,0.0005594553346011724
91.0,0.0005691105305971256
92.0,0.0005781560789465665
93.0,0.0005866250869142933
94.0,0.0005945506176487507
95.0,0.0006019650809446208
96.0,0.0006088998065961704
97.0,0.0006153847610057304
98.0,0.0006214483738934915
99.0,0.0006271174479084347
100.0,0.0006324171293000591
101.0,0.0006373709224312007
102.0,0.0006420007347763015
103.0,0.0006463269422074886
104.0,0.000650368466904545
105.0,0.0006541428622267556
106.0,0.0006576664004440208
107.0,0.0006609541604241671
108.0,0.0006640201132838038
109.0,0.0006668772046921146
110.0,0.0006695374330201666
111.0,0.0006720119228935345
112.0,0.0006743109939655578
113.0,0.0006764442249083228
114.0,0.0006784205127387378
115.0,0.000680248127673496
116.0,0.0006819347637516144
117.0,0.000683487585485567
118.0,0.000684913270808981
119.0,0.0006862180505854693
120.0,0.0006874077449333188
121.0,0.0006884877966070366
122.0,0.0006894633016611758
123.0,0.0006903390376057469
124.0,0.0006911194892466572
125.0,0.0006918088723894782
126.0,0.0006924111555708669
127.0,0.0006929300799690952
128.0,0.0006933691776335527
129.0,0.0006937317881625308
130.0,0.0006940210739492023
131.0,0.0006942400341070601
132.0,0.0006943915171784701
133.0,0.0006944782327227816
134.0,0.0006945027618740636
135.0,0.0006944675669524936
136.0,0.0006943750002077465
137.0,0.0006942273117676122
138.0,0.0006940266568599839
139.0,0.0006937751023717471
140.0,0.0006934746328035641
141.0,0.0006931271556753366
142.0,0.0006927345064330394
143.0,0.0006922984529038074
144.0,0.0006918206993424067
145.0,0.0006913028901088307
146.0,0.0006907466130133443
147.0,0.0006901534023623662
148.0,0.0006895247417354122
149.0,0.0006888620665207988
150.0,0.0006881667662350882
151.0,0.0006874401866489789
152.0,0.0006866836317400121
153.0,0.000685898365490559
154.0,0.0006850856135475348
155.0,0.000684246564758674
156.0,0.0006833823725985186
157.0,0.000682494156495946
158.0,0.0006815830030736417
159.0,0.0006806499673088371
160.0,0.0006796960736234969
161.0,0.0006787223169112586
162.0,0.0006777296635074842
163.0,0.000676719052108071
164.0,0.0006756913946419975
165.0,0.0006746475771019283
166.0,0.0006735884603367029
167.0,0.0006725148808090158
168.0,0.0006714276513212713
169.0,0.0006703275617120917
170.0,0.0006692153795257589
171.0,0.0006680918506565351
172.0,0.0006669576999695417
173.0,0.0006658136318997227
174.0,0.000664660331030192
175.0,0.0006634984626510964
176.0,0.000662328673300043
177.0,0.0006611515912849382
178.0,0.000659967827190075
179.0,0.0006587779743661486
180.0,0.0006575826094048099
181.0,0.0006563822925983877
182.0,0.0006551775683852106
183.0,0.0006539689657810342
184.0,0.0006527569987970149
185.0,0.0006515421668445692
186.0,0.0006503249551275198
187.0,0.0006491058350218527
188.0,0.0006478852644434076
189.0,0.0006466636882037736
190.0,0.0006454415383547204
191.0,0.0006442192345213579
192.0,0.0006429971842243936
193.0,0.0006417757831915953
194.0,0.0006405554156588493
195.0,0.0006393364546609014
196.0,0.0006381192623121049
197.0,0.0006369041900773558
198.0,0.0006356915790334358
199.0,0.0006344817601209461
200.0,0.0006332750543870962
201.0,0.0006320717732194495
202.0,0.0006308722185709506
203.0,0.0006296766831762762
204.0,0.0006284854507598483
205.0,0.0006272987962355729
206.0,0.0006261169858985753
207.0,0.0006249402776090609
208.0,0.0006237689209685006
209.0,0.0006226031574883208
210.0,0.0006214432207512812
211.0,0.0006202893365656888
212.0,0.0006191417231126541
213.0,0.0006180005910865436
214.0,0.0006168661438288217
215.0,0.0006157385774554217
216.0,0.0006146180809778652
217.0,0.0006135048364182813
218.0,0.0006123990189184759
219.0,0.0006113007968432835
220.0,0.0006102103318783479
221.0,0.0006091277791224917
222.0,0.0006080532871749112
223.0,0.0006069869982173159
224.0,0.0006059290480912681
225.0,0.0006048795663708449
226.0,0.0006038386764308647
227.0,0.0006028064955108464
228.0,0.0006017831347749068
229.0,0.00060076869936781
230.0,0.0005997632884673425
231.0,0.0005987669953332513
232.0,0.0005977799073529496
233.0,0.0005968021060842088
234.0,0.0005958336672950252
235.0,0.0005948746610009286
236.0,0.00059392515149994
237.0,0.0005929851974053862
238.0,0.0005920548516768415
239.0,0.0005911341616493846
240.0,0.0005902231690614806
241.0,0.0005893219100816096
242.0,0.0005884304153340353
243.0,0.000587548709923804
244.0,0.0005866768134613243
245.0,0.0005858147400867399
246.0,0.0005849624984942992
247.0,0.0005841200919570395
248.0,0.0005832875183519682
249.0,0.0005824647701859961
250.0,0.0005816518346228746
251.0,0.0005808486935113692
252.0,0.0005800553234148682
253.0,0.000579271695642698
254.0,0.0005784977762833374
255.0,0.0005777335262397393
256.0,0.000576978901266992
257.0,0.0005762338520124797
258.0,0.0005754983240587789
259.0,0.0005747722579694325
260.0,0.0005740555893377649
261.0,0.0005733482488389477
262.0,0.0005726501622854001
263.0,0.000571961250685669
264.0,0.0005712814303069614
265.0,0.0005706106127413304
266.0,0.0005699487049757134
267.0,0.0005692956094657942
268.0,0.0005686512242138475
269.0,0.0005680154428504855
270.0,0.000567388154720424
271.0,0.0005667692449722626
272.0,0.0005661585946521752
273.0,0.0005655560808016093
274.0,0.0005649615765588264
275.0,0.0005643749512642998
276.0,0.0005637960705698301
277.0,0.0005632247965512777
278.0,0.0005626609878248337
279.0,0.0005621044996666269
280.0,0.0005615551841355396
281.0,0.0005610128901990766
282.0,0.0005604774638620587
283.0,0.0005599487482979511
284.0,0.0005594265839826257
285.0,0.0005589108088302996
286.0,0.0005584012583314175
287.0,0.0005578977656922117
288.0,0.0005574001619756958
289.0,0.0005569082762437877
290.0,0.0005564219357003102
291.0,0.0005559409658345475
292.0,0.0005554651905650848
293.0,0.0005549944323836467
294.0,0.0005545285124985594
295.0,0.000554067250977679
296.0,0.0005536104668902975
297.0,0.0005531579784479023
298.0,0.0005527096031433532
299.0,0.0005522651578882975
300.0,0.0005518244591484333
301.0,0.0005513873230764201
302.0,0.000550953565642119
303.0,0.0005505230027598951
304.0,0.0005500954504127732
305.0,0.0005496707247731204
306.0,0.0005492486423197266
307.0,0.000548829019950956
308.0,0.0005484116750938464
309.0,0.0005479964258088948
310.0,0.0005475830908904192
311.0,0.0005471714899622712
312.0,0.0005467614435687723
313.0,0.0005463527732607382
314.0,0.0005459453016764896
315.0,0.0005455388526177005
316.0,0.000545133251120052
317.0,0.0005447283235185642
318.0,0.0005443238975076019
319.0,0.0005439198021954623
320.0,0.0005435158681535612
321.0,0.000543111927460182
322.0,0.0005427078137387843
323.0,0.000542303362190921
324.0,0.0005418984096237514
325.0,0.0005414927944722385
326.0,0.0005410863568160307
327.0,0.0005406789383911627
328.0,0.0005402703825966029
329.0,0.0005398605344957414
330.0,0.0005394492408129471
331.0,0.0005390363499252729
332.0,0.0005386217118494583
333.0,0.0005382051782243055
334.0,0.0005377866022886008
335.0,0.0005373658388547322
336.0,0.0005369427442780843
337.0,0.0005365171764224476
338.0,0.0005360889946215061
339.0,0.0005356580596366478
340.0,0.0005352242336111821
341.0,0.0005347873800212071
342.0,0.0005343473636232121
343.0,0.0005339040503986553
344.0,0.0005334573074956283
345.0,0.0005330070031678305
346.0,0.000532553006710968
347.0,0.0005320951883967957
348.0,0.0005316334194049402
349.0,0.0005311675717526688
350.0,0.000530697518222791
351.0,0.0005302231322898521
352.0,0.0005297442880447343
353.0,0.0005292608601178897
354.0,0.0005287727236013129
355.0,0.0005282797539694191
356.0,0.0005277818269989595
357.0,0.0005272788186881437
358.0,0.0005267706051750815
359.0,0.0005262570626556734
360.0,0.0005257380673011203
361.0,0.0005252134951751141
362.0,0.0005246832221508761
363.0,0.0005241471238281363
364.0,0.000523605075450162
365.0,0.0005230569518209356
366.0,0.000522502627222594
367.0,0.0005219419753331993
368.0,0.0005213748691449354
369.0,0.0005208011808828101
370.0,0.0005202207819239406
371.0,0.0005196335427174774
372.0,0.0005190393327052275
373.0,0.0005184380202430494
374.0,0.0005178294725230456
375.0,0.0005172135554966121
376.0,0.0005165901337983596
377.0,0.0005159590706709564
378.0,0.0005153202278909032
379.0,0.0005146734656952445
380.0,0.0005140186427092342
381.0,0.0005133556158749837
382.0,0.000512684240381002
383.0,0.0005120043695927098
384.0,0.000511315854983838
385.0,0.000510618546068704
386.0,0.0005099122903353198
387.0,0.0005091969331792765
388.0,0.0005084723178383647
389.0,0.0005077382853278288
390.0,0.000506994674376217
391.0,0.0005062413213617031
392.0,0.0005054780602487852
393.0,0.0005047047225252802
394.0,0.000503921137139429
395.0,0.000503127130437029
396.0,0.0005023225260984156
397.0,0.0005015071450751351
398.0,0.0005006808055260864
399.0,0.000499843322753005
400.0,0.0004989945091350051
401.0,0.0004981341740619643
402.0,0.000497262123866508
403.0,0.0004963781617542975
404.0,0.0004954820877323088
405.0,0.0004945736985348038
406.0,0.0004936527875466282
407.0,0.0004927191447234245
408.0,0.0004917725565084032
409.0,0.0004908128057451793
410.0,0.0004898396715862103
411.0,0.0004888529293963383
412.0,0.00048785235065081615
413.0,0.0004868377028273287
414.0,0.00048580874929121795
415.0,0.0004847652491733508
416.0,0.000483706957239776
417.0,0.000482633623752445
418.0,0.00048154499432006485
419.0,0.00048044080973817164
420.0,0.0004793208058174502
421.0,0.00047818471319914095
422.0,0.00047703225715645597
423.0,0.0004758631573806751
424.0,0.0004746771277506271
425.0,0.0004734738760840703
426.0,0.00047225310386940565
427.0,0.0004710145059760557
428.0,0.0004697577703416719
429.0,0.00046848257763422457
430.0,0.0004671886008868541
431.0,0.00046587550510321883
432.0,0.00046454294683086444
433.0,0.0004631905736999725
434.0,0.0004618180239246359
435.0,0.00046042492576355606
436.0,0.000459010896936802
437.0,0.0004575755439950638
438.0,0.00045611846163742765
439.0,0.00045463923197348427
440.0,0.00045313742372515576
441.0,0.00045161259136326077
442.0,0.00045006427417342785
443.0,0.000448491995245498
444.0,0.00044689526038000445
445.0,0.000445273556904859
446.0,0.0004436263523946192
447.0,0.0004419530932841922
448.0,0.0004402532033679441
449.0,0.0004385260821744661
450.0,0.00043677110320627287
451.0,0.0004349876120327724
452.0,0.00043317492422365825
453.0,0.000431332323108735
454.0,0.00042945905734878255
455.0,0.00042755433830053306
456.0,0.0004256173371572389
457.0,0.00042364718184436024
458.0,0.0004216429536479272
459.0,0.00041960368355075425
460.0,0.00041752834824912465
461.0,0.0004154158658198062
462.0,0.0004132650910039577
463.0,0.00041107481007096467
464.0,0.0004088437352213497
465.0,0.0004065704984833963
466.0,0.0004042536450532334
467.0,0.0004018916260225975
468.0,0.00039948279043235547
469.0,0.0003970253765829941
470.0,0.000394517502525678
471.0,0.00039195715564888084
472.0,0.00038934218126623226
473.0,0.00038667027010066073
474.0,0.00038393894454824047
475.0,0.0003811455435925002
476.0,0.0003782872062255451
477.0,0.00037536085321730576
478.0,0.0003723631670571393
479.0,0.00036929056987429574
480.0,0.0003661391991244199
481.0,0.00036290488080937037
482.0,0.0003595830999770771
483.0,0.0003561689682279402
484.0,0.0003526571879352092
485.0,0.00034904201287043446
486.0,0.00034531720491361016
