[0.65577765 0.22563026 0.39335695 0.79159249 0.0542691  0.53073445],[0.7763772  0.20418475 0.21226647 0.04384015 0.59451914 0.58961259],[0.72878272 0.89633527 0.21697846 0.32001222 0.20127548 0.91259931],[0.98353018 0.87751662 0.52295832 0.57855296 0.37602488 0.85621685],[0.5105731  0.82079224 0.59206356 0.93842456 0.9615082  0.14840551],[0.52299243 0.72611616 0.35976101 0.65755316 0.33051253 0.75159633]
[0.36335717 0.45970686 0.15587858 0.26422789 0.9634712  0.40786104],[0.4959839  0.14357505 0.06030717 0.52174618 0.99160268 0.54785579],[0.63728812 0.58227137 0.61373033 0.19594553 0.56200528 0.52471547],[0.65785467 0.10570486 0.03485804 0.44277483 0.9519095  0.16124097],[0.27540702 0.17779804 0.50551124 0.55533766 0.84441749 0.17136293],[0.71436682 0.6128219  0.637916   0.6888687  0.83639384 0.16211299]
[0.98299454 0.07990661 0.97473569 0.97332366 0.50147674 0.00248143],[0.47675154 0.18034979 0.66549484 0.10665617 0.68016258 0.93446124],[0.39492796 0.49279156 0.25748978 0.59325508 0.88861971 0.73093463],[0.14941148 0.59725409 0.44165709 0.75973962 0.10809796 0.06619895],[0.43536553 0.58308716 0.89188645 0.71202564 0.92246171 0.18979593],[0.33494894 0.00132679 0.58784291 0.30976946 0.47840917 0.88205458]
[0.49295139 0.02212096 0.00737894 0.90171896 0.61036635 0.78980196],[0.80933084 0.79194531 0.92323335 0.93886266 0.27670708 0.20843071],[0.38233437 0.61938606 0.21283316 0.83805397 0.06971817 0.84155736],[0.94972606 0.83386792 0.81623897 0.6521333  0.29678856 0.78282176],[0.88711182 0.12392234 0.59817882 0.75393186 0.72523107 0.04700107],[0.04289493 0.11924424 0.33879205 0.30415302 0.5067425  0.07699204]
[0.67305146 0.68768872 0.01967168 0.2722799  0.34945423 0.35941615],[0.61847729 0.06343094 0.59624484 0.78755067 0.69637286 0.31261935],[0.20983817 0.14946193 0.54101155 0.29830999 0.48771989 0.4459766 ],[0.61940315 0.6783207  0.5221176  0.34508622 0.8837563  0.54313783],[0.21281675 0.57728781 0.45936034 0.01525089 0.02172873 0.87867125],[0.40408929 0.24503763 0.41633018 0.49198353 0.59511588 0.97241658]
[0.75876827 0.18380151 0.69676932 0.28132691 0.21412201 0.64497451],[0.82201325 0.98969236 0.16585451 0.24463799 0.2186876  0.69723465],[0.10749053 0.55840997 0.74708619 0.49306164 0.68398109 0.45134233],[0.91241148 0.76081396 0.09188131 0.16560038 0.06606408 0.43390649],[0.28150334 0.39771219 0.67916821 0.58921519 0.45865386 0.24658556],[0.0158282  0.36829048 0.15691329 0.14316297 0.01888284 0.40974007]
[0.60528838 0.27175762 0.15046785 0.26291497 0.84849126 0.4921038 ],[0.07866508 0.04316424 0.70380081 0.54167415 0.59433022 0.77631352],[0.55954878 0.81542328 0.62268404 0.56558527 0.85966473 0.48942008],[0.87306719 0.99806113 0.15726387 0.3415226  0.06297124 0.11376563],[0.89326093 0.74344384 0.90533298 0.53520934 0.64590988 0.05274753],[0.1431913  0.74927746 0.53267373 0.80333029 0.77868427 0.1169675 ]
[0.77541354 0.44744586 0.50159451 0.82853706 0.19321133 0.66393362],[0.5700463  0.9033642  0.60711844 0.29537006 0.16374364 0.86309824],[0.31504909 0.56423133 0.4137231  0.95268316 0.6626418  0.5457582 ],[0.03014943 0.75064472 0.95130763 0.95411274 0.22573945 0.95648885],[0.99662924 0.47883527 0.81828198 0.93020962 0.2424631  0.16351474],[0.21686981 0.23679988 0.23150197 0.62369615 0.36640787 0.3940496 ]
[0.10367149 0.80134721 0.06102117 0.88606628 0.99048004 0.77924125],[0.83722935 0.76857899 0.65001953 0.60091645 0.65730597 0.80031459],[0.81366442 0.2975336  0.42911912 0.74916678 0.68515495 0.18223846],[0.41484095 0.26593928 0.94115737 0.15232108 0.99076962 0.08724268],[0.826127   0.39276512 0.40792359 0.36837925 0.98597092 0.91744312],[0.5463703  0.77331925 0.77012652 0.0903118  0.46119328 0.42773482]
[0.00715246 0.40736862 0.37921185 0.25165349 0.77811362 0.02762488],[0.64793474 0.87676335 0.07240612 0.6627007  0.02768485 0.37560177],[0.02247699 0.64603443 0.36963882 0.00076113 0.70113583 0.22755219],[0.45251515 0.2040368  0.32946867 0.26720956 0.53689558 0.65719395],[0.29317978 0.86073994 0.93592272 0.73249796 0.36859379 0.33498582],[0.95994298 0.23494568 0.85067498 0.54219107 0.15851487 0.82340982]
[0.24748189 0.02548923 0.11632486 0.87042199 0.50671575 0.42330606],[0.11271709 0.22199346 0.91426404 0.75791314 0.76362354 0.86165677],[0.33408146 0.81074178 0.72510279 0.2252722  0.53929559 0.11069472],[0.63097505 0.19251534 0.01016344 0.46058924 0.06450884 0.4810063 ],[0.79197137 0.02212348 0.24623377 0.51839593 0.24279058 0.25444721],[0.43446349 0.10266067 0.34151342 0.38791016 0.44973923 0.76909258]
[0.24485186 0.13678755 0.61851173 0.98833827 0.32780816 0.87475196],"[4.00098598e-01 1.33898182e-01 8.80596270e-04 6.91600052e-01
 8.61462130e-02 9.32324056e-01]",[0.53400601 0.92805352 0.3798844  0.33983335 0.66177427 0.57525652],[0.86241972 0.9097954  0.92947349 0.74539799 0.09384406 0.83015365],[0.64788587 0.93619983 0.98496513 0.7328921  0.19624256 0.52423149],[0.36200394 0.45056755 0.94706233 0.92503294 0.59017643 0.92987838]
[0.13907242 0.12607661 0.92644063 0.30555999 0.46289235 0.63883915],[0.55617537 0.90257838 0.14640858 0.21974438 0.09068114 0.51140521],[0.44828076 0.53254165 0.22467826 0.47782563 0.59992337 0.97435175],[0.81225706 0.19045716 0.58535734 0.60515774 0.77754317 0.29020889],[0.86805441 0.47789423 0.72314905 0.29347664 0.07485864 0.47588661],[0.9127617  0.16264512 0.62227246 0.30302927 0.61313859 0.24168731]
[0.81557836 0.08326454 0.36456515 0.91402427 0.268432   0.17105268],[0.56275574 0.12280049 0.36011478 0.16452176 0.33019245 0.56149602],[0.70475477 0.8701721  0.97135406 0.25796989 0.52992255 0.49585078],[0.15930404 0.53860727 0.64277758 0.49770895 0.82148731 0.05169019],[0.2941563  0.24517894 0.03153615 0.84897935 0.61712999 0.31367547],[0.02612209 0.8289217  0.94315968 0.15541023 0.15606721 0.55987194]
[0.98037432 0.80463507 0.83213885 0.77304795 0.90172606 0.31261879],[0.73924789 0.13527585 0.96933958 0.7382638  0.52260282 0.04453268],[0.43344861 0.27440246 0.69708291 0.22494811 0.70028786 0.17688479],[0.88036906 0.48722016 0.43432441 0.9749354  0.22242243 0.74061841],[0.74274426 0.06917078 0.31959095 0.07789584 0.57041447 0.20183238],[0.08420037 0.83903137 0.7886112  0.45961438 0.01825001 0.2245488 ]
[0.83273854 0.41299098 0.63925722 0.78926017 0.37191842 0.24149182],[0.9822761  0.74706313 0.69436787 0.28033131 0.76609129 0.69543545],[0.70784214 0.08143731 0.82861701 0.38974248 0.34885018 0.57794078],[0.95020369 0.11989723 0.99215724 0.53093579 0.57865583 0.00275   ],[0.32701862 0.11172199 0.08920762 0.33675941 0.74184592 0.89380163],[0.12642429 0.29285355 0.57448431 0.40913837 0.44255086 0.41720998]
[0.83358819 0.24558634 0.55181444 0.88706244 0.01141629 0.58648698],[0.68261226 0.61599458 0.71794218 0.46663562 0.52355623 0.60242931],[0.22390115 0.76568548 0.19250696 0.74957515 0.37416832 0.19822681],[0.87763846 0.92498739 0.36266596 0.17912501 0.16483112 0.10813973],[0.7882549  0.48460682 0.34745609 0.32001047 0.01861509 0.63087847],[0.76103384 0.94167661 0.85416968 0.60817021 0.98606683 0.61943065]
[0.33423706 0.59214163 0.9236566  0.498332   0.97482257 0.08697924],[0.6416503  0.41800148 0.93320312 0.99655256 0.21325454 0.13389258],[0.14871115 0.99613725 0.34962838 0.78400418 0.71879549 0.72780688],[0.07029537 0.86912942 0.6073677  0.56270324 0.24337527 0.73604018],[0.70387135 0.77671839 0.49924901 0.69844298 0.77088732 0.00928267],[0.67964935 0.60970423 0.43910634 0.24705083 0.90138856 0.11874193]
[0.02391386 0.95290955 0.60560985 0.35392218 0.1071892  0.96123236],[0.44629046 0.7151062  0.73485488 0.72950412 0.8555908  0.32448106],[0.95154561 0.71902148 0.11501576 0.68983021 0.21413799 0.53496509],[0.60799328 0.43523061 0.147814   0.57133321 0.44287198 0.7974264 ],[0.16153577 0.78440747 0.15827576 0.33450449 0.30425828 0.95497281],[0.29475535 0.09735597 0.56510439 0.93526923 0.10874157 0.7991693 ]
[0.06335915 0.76886068 0.13569503 0.25836697 0.96184345 0.92120235],[0.90621743 0.12812911 0.83982183 0.13576726 0.95401865 0.48292505],[0.99715826 0.986523   0.65678175 0.1322226  0.54696671 0.24549004],[0.65094964 0.57759303 0.62901002 0.21478524 0.12884015 0.09115781],[0.28701445 0.61497122 0.84515388 0.00711557 0.664205   0.0151865 ],[0.9214641  0.8569534  0.9554923  0.25753849 0.96637235 0.08660685]
[0.7166888  0.75952609 0.26121939 0.02916412 0.89540799 0.50786694],[0.54738719 0.40112989 0.08468621 0.50941709 0.70885501 0.99191853],[0.02937477 0.38885978 0.40522187 0.78428098 0.44728119 0.66745897],[0.77542723 0.84247085 0.59369753 0.17559811 0.65386131 0.62166541],[0.96188397 0.95616158 0.65250607 0.75462484 0.83962889 0.27157522],"[6.98933087e-01 9.88888762e-01 5.11133000e-01 6.82048742e-04
 4.78359983e-01 3.33167774e-01]"
[0.51896708 0.01255641 0.69229709 0.35949901 0.29028389 0.44053546],[0.05406989 0.36623421 0.06515373 0.63499117 0.69690841 0.75426517],[0.12132331 0.54873369 0.43843161 0.65582302 0.68099195 0.93206446],[0.95765384 0.97747743 0.41983696 0.44211846 0.33957714 0.95514106],[0.84803697 0.02695037 0.2555834  0.55851443 0.30708925 0.6431967 ],[0.8905706  0.47782127 0.19489917 0.42451876 0.13524994 0.14697897]
[0.5713066  0.00553732 0.42846316 0.26197633 0.90237077 0.10535609],[0.55866551 0.79960054 0.56719612 0.67065526 0.51711939 0.0840002 ],[0.0070809  0.30063037 0.81010243 0.59271501 0.89595119 0.5078268 ],[0.97470239 0.44564409 0.49695003 0.95256376 0.89385058 0.22739896],[0.77596031 0.45545475 0.72053062 0.8141214  0.69244805 0.65264577],[0.61537734 0.9678445  0.98889842 0.45128535 0.78705846 0.40785612]
[0.97996627 0.43786276 0.50997365 0.0912733  0.5155353  0.35942269],[0.88267436 0.6854526  0.96370358 0.0735608  0.31126135 0.36235123],[0.43705834 0.45632543 0.64749581 0.82650163 0.68656282 0.12945228],[0.71802788 0.70025885 0.00412639 0.54070967 0.39220482 0.01318096],[0.37160232 0.9022727  0.56195815 0.77083297 0.03328824 0.39918115],[0.79835405 0.89547608 0.058029   0.7146187  0.33146188 0.76868195]
[0.51530953 0.12254693 0.65158787 0.5569697  0.46999621 0.81669487],[0.72562609 0.36716172 0.55884678 0.96060946 0.03975897 0.80865772],[0.24293882 0.36583784 0.713106   0.36491786 0.68802256 0.59500623],[0.31744304 0.56498925 0.73584835 0.59292972 0.20115134 0.983627  ],[0.48276831 0.57596021 0.03887694 0.30790514 0.43803773 0.65321519],[0.82600719 0.94690606 0.17894743 0.42836934 0.62665164 0.7123545 ]
[0.81954254 0.17679186 0.03963105 0.12479192 0.14567443 0.26162715],[0.2860564  0.74036577 0.73097974 0.05416671 0.8018741  0.03104568],[0.32458839 0.10714168 0.11198958 0.42560953 0.77219728 0.53539241],[0.06642088 0.11945111 0.6428096  0.1610441  0.8398405  0.74663241],[0.36281905 0.08599183 0.27700217 0.49927482 0.98998011 0.71181828],[0.20294185 0.9181848  0.18358615 0.38823615 0.98119074 0.93765887]
[0.45574119 0.0071843  0.35950153 0.83603988 0.08541477 0.31217289],[0.02141796 0.85668846 0.11230441 0.05622393 0.89006346 0.36335372],[0.89475311 0.08812864 0.03384847 0.56618813 0.06506614 0.85233019],[0.6234694  0.09699172 0.86885504 0.09473689 0.49884275 0.86804148],[0.53623337 0.92388586 0.73449441 0.22371233 0.93224707 0.03326085],[0.74858939 0.03432793 0.58566114 0.30656027 0.56447791 0.26014805]
[0.61851146 0.10605109 0.72624116 0.57013514 0.11604434 0.41965291],[0.9910334  0.74770715 0.3744538  0.27712263 0.85676042 0.1013873 ],[0.66574211 0.06061987 0.25046295 0.86801034 0.56012252 0.92765412],[0.38840074 0.4112506  0.29522106 0.74452931 0.36300788 0.35009802],[0.99830144 0.16631725 0.27865884 0.7987288  0.61060832 0.04500683],[0.86772241 0.06907538 0.93169473 0.97882636 0.83381325 0.59230522]
[0.55020453 0.48794005 0.45824603 0.90830125 0.80067129 0.83274159],[0.96295831 0.19012013 0.23873224 0.07638849 0.3882014  0.58770067],[0.69425454 0.51944516 0.06751389 0.11413178 0.06799535 0.89603516],[0.55149262 0.75287519 0.76553655 0.320067   0.80149152 0.25175773],[0.6482822  0.07047959 0.77761276 0.24502871 0.32959172 0.44422689],[0.33838501 0.42016132 0.55561415 0.7409281  0.5404557  0.75125426]
[0.75359258 0.21072739 0.98298085 0.9806778  0.832375   0.33434568],[0.97426544 0.49151817 0.27140158 0.71493241 0.6426893  0.20250317],[0.84140789 0.64301175 0.89432251 0.12912705 0.75837931 0.15326557],[0.66507516 0.37895169 0.34847222 0.94421813 0.29362939 0.01418989],[0.44997885 0.67296593 0.40050683 0.28131623 0.58495667 0.15221177],[0.3730719  0.66247929 0.59263313 0.81032793 0.38068959 0.09640038]
