[0.17895039 0.78226437 0.67442307 0.55319892 0.64409538 0.35125687],[0.83735301 0.28253786 0.16516751 0.83346735 0.93531913 0.06686235],[0.97571558 0.09069612 0.22753342 0.86665242 0.94127494 0.91450011],[0.62238563 0.93481943 0.07825562 0.4204069  0.7553525  0.71287449],[0.49957188 0.10716667 0.77755196 0.26085138 0.9364096  0.70156598],[0.70882053 0.16359564 0.56816827 0.21723829 0.76061187 0.54504692]
[0.98671032 0.15192271 0.84723693 0.41314326 0.38246289 0.81648037],[0.16711667 0.58152354 0.53083961 0.19880808 0.29654198 0.92874572],[0.64764198 0.79929327 0.50984402 0.59615837 0.75789609 0.40013042],[0.65298623 0.97545255 0.08425689 0.71260719 0.84580548 0.46342647],[0.0618307  0.10755191 0.98098058 0.57967134 0.43504678 0.70106016],[0.33218041 0.3375174  0.21325406 0.66072637 0.34497271 0.41875638]
[0.05663837 0.41717091 0.18520335 0.67188182 0.25071641 0.60497318],[0.13854673 0.76683476 0.95437075 0.07675034 0.70009152 0.36764718],[0.69738726 0.96756161 0.73756267 0.28921309 0.01986926 0.70820872],[0.59769124 0.09811938 0.95160688 0.47856702 0.66934059 0.1056723 ],[0.09213266 0.64081307 0.14437721 0.66101668 0.90002739 0.80534044],[0.3662577  0.19158682 0.10001252 0.21978397 0.519702   0.90769561]
[0.73495531 0.75527308 0.33930597 0.99422807 0.5151588  0.94298511],[0.80875493 0.24268476 0.78689707 0.49797429 0.31524551 0.66197565],[0.96006149 0.07597773 0.81058925 0.34326417 0.57316613 0.76714382],[0.98766272 0.80106201 0.03726595 0.8785198  0.58090765 0.56633622],[0.30791119 0.82383481 0.3461217  0.96558878 0.5604596  0.3915226 ],[0.47874023 0.94254495 0.28716847 0.64399259 0.87371009 0.84073   ]
[0.73638188 0.43607842 0.83032119 0.13695311 0.82031033 0.77698435],[0.83704894 0.27107124 0.09048026 0.88066904 0.34744703 0.68336001],[0.58692461 0.05654317 0.53066321 0.76847031 0.81890062 0.68898795],[0.02341432 0.3380487  0.89589715 0.15578093 0.53564618 0.36520379],[0.15716228 0.1414096  0.75867554 0.07696621 0.62480268 0.51763199],[0.88573319 0.38896234 0.84837382 0.31079493 0.64758749 0.62101102]
[0.35603647 0.18219628 0.75651134 0.01048794 0.24766698 0.39197986],[0.83657015 0.97050619 0.49905324 0.4134129  0.15420219 0.40294136],[0.88943479 0.2556746  0.4310412  0.52315263 0.7694388  0.11972758],[0.31875179 0.19436836 0.36397823 0.0565989  0.96172173 0.20570858],[0.90027324 0.55584229 0.60974649 0.2330298  0.20464279 0.77392389],[0.78816749 0.29291203 0.44935064 0.07704556 0.56187888 0.70393449]
[0.22494485 0.47257763 0.64787359 0.87026352 0.40501828 0.76683645],[0.63219555 0.58392894 0.63409636 0.24483961 0.4884878  0.736874  ],[0.15872867 0.32650106 0.10577763 0.49450112 0.82462009 0.34324391],[0.13709033 0.7699049  0.05436587 0.5388875  0.17194392 0.08127828],[0.303198   0.5245007  0.86710783 0.64893607 0.30003071 0.30400641],[0.13419142 0.68020013 0.8835105  0.72262967 0.58682701 0.9212199 ]
[0.74231353 0.65322942 0.59898662 0.91351349 0.70223717 0.29697528],[0.87592023 0.49117241 0.56247268 0.43372766 0.5460391  0.26262971],"[5.25653189e-01 3.51886842e-01 8.87960641e-01 3.22432494e-02
 5.59836835e-04 4.56525331e-01]",[0.68963828 0.1015756  0.59127568 0.46835306 0.17460901 0.85091432],[0.91220963 0.11126006 0.35367488 0.64042988 0.49405749 0.50027463],[0.79305521 0.15450566 0.07548701 0.07665204 0.61556977 0.50858026]
[0.48482189 0.9456735  0.6131384  0.14964481 0.33437476 0.06656912],[0.67980362 0.02184496 0.54358198 0.07221488 0.21869847 0.40166017],[0.07620387 0.44967616 0.97580755 0.90746358 0.74473286 0.65198063],[0.44603495 0.8595556  0.68900356 0.23018472 0.81557397 0.04469267],[0.40318209 0.89677251 0.03976729 0.07958984 0.21910173 0.69171776],[0.35979886 0.98016665 0.40979182 0.57479357 0.7053009  0.86244697]
[0.97479297 0.57689004 0.2796433  0.99334534 0.22007274 0.7048426 ],[0.30786987 0.63991496 0.44254797 0.84026603 0.48490505 0.70528844],[0.40967705 0.59287985 0.73820478 0.27197967 0.2159299  0.17426865],[0.99852904 0.02017845 0.91351378 0.71863749 0.90473192 0.13956393],[0.91186879 0.1519879  0.71742761 0.00253902 0.38252753 0.87757433],[0.77624222 0.02278116 0.35113539 0.51062021 0.07596812 0.34043864]
