[0.09207504 0.92710409 0.75869281 0.65254362 0.88145373 0.02247111],[0.30677304 0.33318223 0.12407028 0.58588541 0.77422204 0.75283144],[0.21329504 0.52387969 0.74106157 0.04010841 0.22232938 0.66811632],[0.00618129 0.63640558 0.85650764 0.11762064 0.8668495  0.28920103],[0.05129017 0.62672189 0.83825746 0.7580719  0.26361272 0.02160211],[0.1902863  0.44951525 0.6082495  0.63621531 0.83795175 0.00278838]
[0.17384887 0.13869231 0.86043259 0.30619892 0.57150868 0.57502863],[0.01703974 0.90039231 0.34586292 0.52262537 0.54614625 0.21734799],[0.86083029 0.22104081 0.00219266 0.31466036 0.22464658 0.33106997],[0.58724519 0.99902793 0.21171044 0.88339872 0.95509184 0.94900706],[0.96915415 0.03599915 0.85615455 0.84418949 0.39847758 0.9228707 ],[0.2780183  0.33817453 0.45165275 0.87696606 0.47635918 0.82711067]
[0.84684899 0.78570794 0.99709978 0.2924412  0.7408684  0.08620347],[0.40253492 0.57322647 0.38626235 0.16764131 0.60844017 0.27409834],[0.17153067 0.38134143 0.93046737 0.12901309 0.02603608 0.16297828],[0.68898453 0.58129845 0.86191673 0.4813593  0.75408049 0.47755028],[0.24675363 0.13126635 0.37547773 0.68468778 0.66731462 0.46480486],[0.25728466 0.62582294 0.67089081 0.62456432 0.57429296 0.2109513 ]
[0.54754612 0.13137542 0.89989033 0.2199713  0.15904668 0.92309303],[0.62456123 0.72846977 0.7171485  0.38403329 0.88446615 0.66006575],[0.36591893 0.89853313 0.93990194 0.0544227  0.17959264 0.93202962],[0.36524265 0.44797302 0.04082958 0.48463939 0.34096001 0.73926038],[0.97998144 0.22552318 0.47175084 0.72115772 0.77760865 0.54729149],[0.13971047 0.2803668  0.26164444 0.68070585 0.17721773 0.65875888]
[0.59383145 0.35092416 0.0760408  0.19603865 0.67001672 0.05911402],[0.94571938 0.86317497 0.74733267 0.74262415 0.35708847 0.30491486],[0.63499068 0.69806214 0.88327259 0.07530274 0.52215093 0.38962727],"[3.08880105e-04 3.70254052e-01 4.46427219e-01 6.56316695e-01
 2.54746137e-01 2.64026945e-02]",[0.53587991 0.67678752 0.79518641 0.02768501 0.73944072 0.75289147],[0.36127327 0.19355486 0.92954527 0.18854837 0.9782029  0.62439137]
[0.95004892 0.82177084 0.19011434 0.30467601 0.27016196 0.56421844],[0.70751134 0.44324388 0.88205585 0.75828268 0.95473288 0.63419707],[0.05613146 0.63428429 0.2420713  0.00317427 0.51501689 0.50331841],[0.11671234 0.66170914 0.28543346 0.89723405 0.32226748 0.97565932],[0.66038462 0.95016548 0.00886262 0.29872923 0.43330985 0.62827798],[0.584074   0.39466073 0.69281502 0.14464944 0.05193606 0.44105672]
[0.78203169 0.49833093 0.23114649 0.29646356 0.36714333 0.75171864],[0.68785789 0.03402478 0.80719853 0.76259693 0.89539291 0.75078047],[0.09527894 0.10184918 0.29180748 0.76696314 0.97868227 0.3603627 ],[0.03422187 0.92297368 0.44988212 0.77760172 0.61876382 0.50194096],[0.0900411  0.22177797 0.20152679 0.05233837 0.69782461 0.53983877],[0.27228114 0.35675821 0.74922063 0.64950694 0.83955906 0.7224788 ]
[0.37377246 0.42729261 0.65378926 0.84452031 0.46466441 0.67483267],[0.92890213 0.65006573 0.41658761 0.51822443 0.4445138  0.61105677],[0.09891296 0.90453659 0.33452003 0.30751185 0.49429339 0.13001336],[0.38426531 0.86558976 0.32684047 0.27990736 0.62404865 0.58084295],[0.78550724 0.57460728 0.86066934 0.66475676 0.8971252  0.05820665],[0.89814586 0.884426   0.36176402 0.56250206 0.23538327 0.8919525 ]
[0.05461332 0.59232354 0.0948028  0.80055796 0.80414004 0.65267186],[0.56971944 0.61518754 0.07948254 0.82037702 0.47681548 0.18560943],[-0.03937768 -0.01368135  0.24454207  0.29182744  0.74818641  0.24368708],[0.64961917 0.14847784 0.87530013 0.12301076 0.19954242 0.86981315],[-0.00122645  0.70450372  0.71826792  0.92099689  0.00180768  0.24106918],[0.3686017  0.2144706  0.49481291 0.59301197 0.33894649 0.58118413]
[ 0.89716128  0.16751141  0.77821655 -0.00187832  0.61379922  0.58728414],[ 0.62545145  0.30610407  0.39364227  0.21007598 -0.28384179  0.40942281],[-0.39722837  0.37347126 -0.32944742 -0.35222425  0.14003772  0.53941847],[0.56211023 0.42826346 0.38613216 0.63445095 0.8421415  0.93355277],[-0.32529351  0.02429747  0.55512949 -0.40371235  0.11131329  0.09132748],[-0.04537676  0.29483768 -0.44118223  0.15275636  0.32348019 -0.32477159]
"[-1.83117288e-01 -1.12931326e-01 -1.03013543e-04  2.86740925e-01
  1.76141895e-04 -1.42142912e-04]"
