[0.49686969 0.70498953 0.65179268 0.98125077 0.81684732 0.66586138],[0.95114381 0.17015351 0.4992202  0.88336497 0.42238015 0.81850912],[0.9242097  0.51215974 0.06290731 0.27059238 0.35281483 0.71909899],[0.08699717 0.84592665 0.34945784 0.16080131 0.00529945 0.85624713],[0.09376931 0.89038764 0.58085804 0.84405352 0.61634272 0.49996366],[0.5881877  0.41132197 0.56412959 0.33383167 0.07126191 0.10738439]
[0.63816834 0.64931435 0.76288714 0.49797715 0.17187592 0.24841694],[0.15751687 0.93306964 0.40919279 0.70090525 0.32531433 0.15833681],[0.83436701 0.87828132 0.36032237 0.21894543 0.40283487 0.18199897],[0.676699   0.19332688 0.59961368 0.28322674 0.10428988 0.52567581],[0.2911947  0.18833717 0.74251371 0.28387516 0.49880162 0.3060204 ],[0.94817673 0.04654215 0.88250433 0.55164608 0.28081678 0.88341509]
[0.42932219 0.87870509 0.69279856 0.88643696 0.17733697 0.20008325],[0.56066136 0.97832606 0.35357905 0.56172184 0.91738266 0.86588371],[0.00940073 0.81374594 0.3663877  0.08685263 0.51650032 0.27072309],[0.64060731 0.23597752 0.05745421 0.87702332 0.08763667 0.38179525],[0.40419613 0.91839641 0.56569207 0.78974281 0.98275627 0.83441475],[0.65511532 0.23652138 0.5407918  0.50114508 0.13471752 0.94250527]
[0.38889826 0.88933367 0.67260791 0.91842561 0.69693592 0.26379512],[0.77137799 0.62947753 0.02383106 0.88939477 0.04057525 0.81870743],[0.83513139 0.9353725  0.54707678 0.56919061 0.79481403 0.83818701],[0.88187469 0.05120879 0.36738346 0.03967468 0.30266879 0.27283797],[0.05409182 0.32444983 0.41240462 0.76686843 0.80716952 0.49137358],[0.41618692 0.98082072 0.84343875 0.55778193 0.76454497 0.06432188]
[0.33456506 0.76853797 0.58512632 0.71926496 0.79153674 0.72891404],[0.25679327 0.94281047 0.58203738 0.31819518 0.17963668 0.34761572],[0.34896298 0.52967562 0.85733391 0.53526885 0.03515604 0.48946693],[0.28422434 0.99836891 0.59973217 0.00308977 0.00541328 0.26244458],[0.30061534 0.6930575  0.26507871 0.39426385 0.04265154 0.99270505],[0.64422926 0.05109399 0.49309278 0.97974423 0.70604459 0.68272785]
[0.08863624 0.18967845 0.85532259 0.91677351 0.86528548 0.41465692],[0.89490921 0.6175105  0.36030727 0.83724232 0.60409816 0.91736219],[0.03767896 0.01185624 0.79328175 0.74333582 0.25236575 0.9841115 ],[0.36321632 0.46764006 0.23987979 0.65579161 0.11274608 0.07503144],[0.89118955 0.35731725 0.74561459 0.2723705  0.81111135 0.44330649],[0.46006781 0.23484871 0.48748755 0.66578837 0.67153117 0.30014435]
[0.54808335 0.6797582  0.20155473 0.67599078 0.67728049 0.77796099],[0.17907001 0.59468489 0.17932422 0.45664831 0.05142658 0.02670503],[0.73382918 0.61585181 0.94952487 0.14234919 0.15087238 0.61177465],[0.0036423  0.74165546 0.13155392 0.55347354 0.44736138 0.41595357],[0.24616234 0.31828593 0.89695016 0.14908087 0.88188175 0.10133585],[0.37052715 0.79861127 0.08154117 0.98137382 0.32108916 0.72881261]
[0.16609439 0.80278068 0.35585066 0.78342165 0.18070013 0.07818905],[0.70501271 0.21736569 0.99818104 0.54164785 0.89049248 0.47165319],[0.72751502 0.5350086  0.37548615 0.15287446 0.86295416 0.64029687],"[ 9.58337744e-01 -3.32361739e-04  7.84581330e-01  3.54447253e-01
  6.07062511e-01  4.11681890e-01]",[0.94378541 0.92380893 0.5566266  0.0943154  0.29622066 0.81367357],[0.22127269 0.43131579 0.80809326 0.52574507 0.74408539 0.16790838]
[0.41231272 0.14171139 0.30830313 0.51129922 0.26162144 0.31380578],[0.66284666 0.23104522 0.27775475 0.64600951 0.32159278 0.49232303],[0.7913855  0.81167575 0.86327576 0.63034359 0.11603743 0.82407125],[ 0.04224739  0.52341588  0.45057836 -0.05018956 -0.04152642  0.50404173],[0.07648187 0.64290675 0.45289605 0.23281561 0.02119056 0.01524426],[0.12745926 0.98134509 0.67533293 0.84804831 0.11963502 0.22383057]
[ 0.31644318 -0.27182872  0.17564933  0.40465069 -0.22023529 -0.37619217],[0.36806126 0.71959213 0.43696008 0.32740755 0.85479559 0.67106807],[ 0.11276484 -0.33875313 -0.08918368 -0.34802938  0.34748282  0.3173498 ],[0.2599527  0.44451036 0.81082974 0.22815392 0.51333532 0.48289352],[ 0.54176716 -0.27359719  0.261095   -0.10485494 -0.39319752 -0.06485318],[0.21304024 0.2675991  0.1335736  0.47172902 0.30485365 0.41785564]
"[-8.56174960e-05 -8.76763943e-02  4.55533720e-05 -5.94865896e-02
  7.26345542e-05  1.56172212e-01]"
