[0.72793432 0.57434049 0.15642762 0.65011611 0.38984797 0.75486626],[0.79033595 0.93234106 0.4594074  0.53080422 0.84176541 0.69273657],[0.72153691 0.59993814 0.92391229 0.6620081  0.34458701 0.85842182],[0.57787479 0.13734945 0.82604792 0.86756632 0.74689242 0.18907831],[0.3073717  0.38248477 0.78512127 0.60636678 0.5791184  0.9019919 ],[0.86104601 0.38747397 0.62250722 0.10387953 0.63072714 0.06632821]
[0.83230119 0.2513407  0.16885535 0.21426526 0.55187065 0.17142574],[0.52229834 0.31355565 0.87415688 0.264829   0.42614018 0.68322643],[0.61808015 0.59271694 0.79736516 0.96295371 0.11312742 0.28099956],[0.85407857 0.32531583 0.49773608 0.85124093 0.97121614 0.10634704],[0.45079349 0.52354072 0.2028541  0.78028641 0.69465751 0.04922687],[0.74791571 0.55118641 0.53500563 0.82915744 0.75886405 0.18644013]
[0.76947529 0.90368236 0.50701534 0.95373725 0.9378504  0.1701903 ],[0.22816528 0.77200098 0.21406908 0.53597533 0.8756929  0.59703903],[0.26969226 0.83472349 0.76799598 0.77474458 0.11387021 0.62013431],[0.39097918 0.83561252 0.45806352 0.46073739 0.04551178 0.06847665],[0.85040358 0.10137511 0.29701192 0.05774318 0.63977819 0.85047444],[0.8103942  0.5261713  0.70053468 0.85429878 0.3570362  0.20722481]
[0.62474378 0.24754193 0.85299969 0.66638138 0.22500075 0.87665169],[0.42294356 0.48716757 0.87546041 0.35105137 0.24006249 0.99384796],[0.24577702 0.71552327 0.25567603 0.08651738 0.70731611 0.72414611],[0.65902981 0.76749196 0.58221811 0.27867867 0.86891793 0.67441253],[0.2464863  0.73537931 0.33269463 0.99742734 0.5843113  0.54115408],[0.86492203 0.91973145 0.89631718 0.64570091 0.84281991 0.66436866]
[0.82072688 0.50875312 0.60560428 0.44628371 0.80378328 0.12125108],[0.36987176 0.40826595 0.61804922 0.9846103  0.23218789 0.09990642],[0.53126376 0.52728223 0.99765909 0.20240685 0.44177311 0.54811332],[0.38081307 0.88919752 0.31676895 0.96276423 0.54745953 0.94531399],[0.53235771 0.75278495 0.84324986 0.21088728 0.27531255 0.09834348],[0.07278176 0.5656579  0.86601315 0.36815224 0.4732348  0.15690347]
[0.03710259 0.85419225 0.91683237 0.8958521  0.29560004 0.9709711 ],[0.66324773 0.18772309 0.48568715 0.06697066 0.43102734 0.80252114],[0.67459318 0.44358932 0.79219151 0.82251302 0.06645881 0.18487452],[0.89128849 0.5196724  0.92605332 0.50281706 0.0015768  0.2372349 ],[0.42395436 0.97984895 0.37199355 0.90147674 0.10979155 0.7031982 ],[0.66209117 0.09792114 0.0164997  0.98846873 0.8974627  0.91327679]
[0.86711493 0.79185735 0.09703196 0.40297614 0.24455518 0.93960836],[0.4499413  0.12897626 0.36397968 0.08738463 0.72682321 0.00323328],[0.70446347 0.94348159 0.97748345 0.01794505 0.14748704 0.20335108],[0.53430233 0.19156425 0.75554993 0.47508923 0.33360222 0.17269079],[0.45261148 0.78400123 0.23760418 0.71054516 0.80711799 0.94331549],[0.90056781 0.33700994 0.42111522 0.82691462 0.95085922 0.61611886]
[0.03571897 0.22460647 0.63756112 0.25181337 0.1946195  0.20362651],[0.53892779 0.76475478 0.86575211 0.68907866 0.88839064 0.60151345],[0.78316642 0.47951    0.81393671 0.98155357 0.77213885 0.80488355],[0.64259127 0.09134877 0.95578374 0.68577642 0.88357642 0.54489698],[0.55660628 0.74492138 0.3827208  0.33331514 0.12569318 0.6848686 ],[0.41195995 0.35878461 0.8183543  0.56139807 0.34722535 0.38899696]
[0.62070411 0.34181026 0.161045   0.5693653  0.35917237 0.96032393],[0.4913168  0.47018563 0.53438386 0.9334875  0.08385691 0.99044627],[0.46514889 0.63563308 0.74628249 0.25160638 0.53571859 0.29533618],[0.608506   0.99213232 0.93280856 0.14798763 0.30052437 0.91701041],[0.75024665 0.80917556 0.82357165 0.72247853 0.02135413 0.58817898],[0.84271784 0.19416784 0.41432342 0.48446721 0.91987516 0.78388972]
[0.94589467 0.06679198 0.38771033 0.57142245 0.68404957 0.99370765],[0.97158505 0.54737342 0.35716352 0.12659144 0.94244518 0.66213264],[0.99283043 0.94350755 0.53574855 0.08973308 0.82669339 0.31185675],[0.11686739 0.60490229 0.99571795 0.45519257 0.22124754 0.18845747],[0.69830927 0.63803735 0.56376904 0.1430789  0.87768231 0.57383815],[0.41803284 0.96411034 0.32323342 0.68908335 0.10347617 0.62580495]
[0.78162407 0.81404013 0.63163292 0.21774123 0.66171013 0.12059375],[0.38973434 0.08248571 0.44304906 0.41889106 0.12664473 0.03686545],[0.35842246 0.82168858 0.60097954 0.01436038 0.90168091 0.88236509],[0.58585104 0.29212398 0.03159265 0.05252201 0.92125142 0.23754584],[0.86164349 0.06661193 0.04833013 0.65218745 0.94324938 0.72792119],[0.92251389 0.95458597 0.58337212 0.08271909 0.64183713 0.00154173]
[0.99499055 0.69249172 0.63984698 0.72097901 0.32166793 0.89162901],[0.71055064 0.56608214 0.26156979 0.88200808 0.80443478 0.05238811],[0.51308893 0.97597501 0.50246162 0.71719841 0.53010785 0.99924362],[0.1096017  0.96161339 0.4099658  0.70772015 0.89508079 0.22436421],[0.84817558 0.24048989 0.03924697 0.12640069 0.98455011 0.47037649],[0.30068477 0.44850897 0.78874302 0.41758541 0.28405704 0.25451305]
