[0.06032421 0.82071113 0.76955232 0.58754449 0.47339573 0.63071898],[0.42985797 0.48223145 0.53202532 0.93942613 0.01923601 0.1522768 ],[0.43376814 0.68390481 0.23992124 0.7176994  0.06028459 0.09807012],[0.34668961 0.2114433  0.79044862 0.71272044 0.91642352 0.18818971],[0.05182745 0.60317783 0.50796503 0.42101036 0.91466582 0.82317863],[0.65220963 0.61945658 0.47991479 0.78420639 0.43602834 0.4958131 ]
[0.54086915 0.0006871  0.14732342 0.0211034  0.34243001 0.16794396],[0.0270229  0.02753277 0.19381345 0.65949888 0.798376   0.40488901],[0.84994385 0.9439262  0.6279431  0.71617022 0.3380648  0.60945448],[0.63160887 0.35890569 0.24555728 0.24365293 0.51866263 0.11396345],[0.66087417 0.01310876 0.17747989 0.61402193 0.79096629 0.30277667],[0.4465037  0.29139355 0.26007668 0.90438417 0.48008848 0.26129224]
[0.44195378 0.40919752 0.06592581 0.18371068 0.18466724 0.97711527],[0.43684227 0.84809629 0.26114028 0.89690131 0.2147495  0.79294994],[0.6826861  0.21564815 0.64704142 0.39075077 0.67858899 0.36431608],[0.02128804 0.43049492 0.6614777  0.95617837 0.64310173 0.94982552],[0.6437119  0.02843703 0.79637932 0.37640075 0.27886326 0.66010521],[0.44202715 0.6424566  0.92154547 0.24767823 0.9167396  0.68115373]
[0.80895151 0.01364066 0.31882844 0.21443673 0.23841659 0.25501673],[0.15873059 0.80961871 0.21067283 0.47848202 0.80987899 0.10511397],[0.20344835 0.40902977 0.62643471 0.7702363  0.33233498 0.90606655],[0.31038917 0.66464851 0.6962544  0.9965194  0.14680394 0.73357241],[0.05504869 0.30518313 0.19143762 0.88227025 0.42636007 0.01522477],[0.13844296 0.02997053 0.50803526 0.14319549 0.76381498 0.70557051]
[0.54692205 0.79604989 0.11536114 0.06597801 0.45534708 0.91387441],[0.41611794 0.03983343 0.39187087 0.29876696 0.80246529 0.77245111],[0.12098733 0.69291109 0.62206234 0.19584955 0.96626976 0.93800435],[0.54089708 0.38018183 0.47084993 0.71377355 0.28622214 0.23699208],[0.34623697 0.87515775 0.89065577 0.50083489 0.56456193 0.71039531],[0.41797038 0.90801622 0.77920263 0.34569768 0.88929308 0.54793373]
[0.89830229 0.04614024 0.49481144 0.03510933 0.15240161 0.48114515],[0.26396676 0.74509586 0.98405141 0.17058512 0.01721761 0.94434951],[0.79319296 0.33167937 0.4805553  0.51487132 0.68331398 0.90659165],[0.91849734 0.71478976 0.51771435 0.12994875 0.25158592 0.89803108],[0.50541351 0.67867768 0.40376156 0.3968378  0.86250146 0.83633023],[0.29136062 0.8323791  0.20131265 0.28397888 0.45702144 0.30660068]
[0.86348119 0.36408587 0.36189593 0.19006182 0.7206368  0.09420334],[0.66538861 0.45872904 0.93345374 0.54353465 0.26750454 0.39599806],[0.32256332 0.31557201 0.66867222 0.1525855  0.37629936 0.5231501 ],[0.13613221 0.09467856 0.44592259 0.52481809 0.19428537 0.09626858],[0.43212149 0.89401699 0.00311821 0.03339011 0.70284614 0.06296804],[0.02292041 0.28856625 0.02219132 0.41952003 0.91616548 0.44375249]
[0.96408681 0.44664868 0.32831479 0.94072281 0.70211692 0.74248967],[0.8363361  0.8356867  0.35592075 0.032443   0.62825695 0.54212964],[0.09168258 0.73363964 0.85530775 0.88373754 0.76577589 0.33933304],[0.98571316 0.16794985 0.57477417 0.56325747 0.53441833 0.47196839],[0.77867611 0.49808484 0.50667083 0.21753543 0.33684392 0.01598834],[0.47619425 0.68836367 0.84577192 0.23527829 0.79252757 0.14343784]
[0.88207791 0.28491801 0.50705292 0.39410084 0.02893718 0.12142143],[0.28888671 0.54004813 0.66474532 0.73990778 0.47486522 0.90784807],[0.14858297 0.82728326 0.09192168 0.22233023 0.83240562 0.91354932],[0.59422623 0.06097417 0.27609138 0.62731313 0.47944691 0.14122992],[0.88306284 0.06314449 0.0786455  0.8276529  0.2007729  0.28521535],[0.7805941  0.3235149  0.3047014  0.2949451  0.91148293 0.23306085]
[0.35007311 0.36498585 0.02219546 0.61316342 0.98073688 0.26397238],[0.26760912 0.36481015 0.00087739 0.76049224 0.87737067 0.63261061],[0.45267491 0.24802847 0.76988928 0.61092796 0.07592895 0.84462057],[0.68653311 0.29741703 0.26514804 0.21029362 0.6262956  0.20729741],[0.70414351 0.02176335 0.21606779 0.57642849 0.63438433 0.52616368],[0.64424016 0.87546807 0.31564531 0.59631299 0.10291623 0.08250365]
