[0.14239539 0.23550374 0.39661734 0.8724227  0.68383118 0.45576641],[0.36662944 0.71308798 0.10913255 0.9602117  0.25731451 0.80249795],[0.08075301 0.71855619 0.64732497 0.95264926 0.97968245 0.39558026],[0.26622855 0.97467853 0.35188702 0.90604629 0.12938076 0.6827531 ],[0.51395414 0.57053337 0.24564179 0.72503748 0.59816145 0.46561081],[0.0449796  0.37207304 0.85401488 0.01802989 0.36834847 0.16271643]
[0.22208455 0.99199111 0.87976024 0.23943806 0.05448064 0.6319323 ],[0.97329365 0.73300009 0.96194347 0.40408972 0.17215394 0.19480802],[0.44650935 0.20049667 0.00559602 0.37448283 0.1865723  0.7726358 ],[0.42281842 0.7528045  0.66620832 0.27891958 0.06120406 0.22473789],[0.69269512 0.14006289 0.08394691 0.44176137 0.53734653 0.39787804],[0.49246163 0.70918587 0.86902415 0.72765797 0.3706976  0.95719758]
[0.77445067 0.09441699 0.58421143 0.21281514 0.09617317 0.40391921],[0.78096532 0.78465358 0.16800632 0.58330848 0.65397827 0.00155063],[0.2567348  0.809404   0.78956903 0.41175045 0.59132686 0.76177714],[0.92595072 0.52892812 0.64822195 0.51478392 0.52389129 0.13387574],[0.20152582 0.71613656 0.15866197 0.54182915 0.76788906 0.63513194],[0.48387851 0.02442117 0.98300244 0.10675717 0.95102646 0.1231161 ]
[0.41202577 0.44140447 0.29589861 0.57544821 0.78048736 0.94624925],[0.20519932 0.04548701 0.09821867 0.22167695 0.68951623 0.43940398],[0.0758083  0.45241562 0.19237268 0.57332606 0.12840625 0.33223723],[0.39869543 0.6606089  0.64043694 0.74557974 0.4418151  0.69664812],[0.24851319 0.88712764 0.0747932  0.27076166 0.87399458 0.6889067 ],[0.3646251  0.62367424 0.83430176 0.46250294 0.51385119 0.93484844]
[0.94003643 0.94702331 0.03118706 0.12985873 0.37011051 0.29586905],[0.55631384 0.3670552  0.51974297 0.98972443 0.0164884  0.8894036 ],[0.46499363 0.97494337 0.28495129 0.35725418 0.46092023 0.45156225],[0.96468214 0.61790424 0.33782437 0.62646063 0.18621248 0.30022932],[0.68978532 0.20774794 0.75660811 0.04953934 0.02748206 0.69242588],[0.02770813 0.73694801 0.66870161 0.87142167 0.97783043 0.7125769 ]
[0.93393812 0.71154733 0.84952454 0.87591098 0.34250945 0.29172462],[0.05644052 0.80624574 0.66227574 0.27537928 0.92644327 0.75469726],[0.1701099  0.6992469  0.98523465 0.35270884 0.80749953 0.48382393],[0.79135963 0.98556947 0.39693934 0.76631398 0.75193708 0.37040533],[0.27918006 0.17287905 0.2713962  0.02553227 0.73077003 0.59559952],[0.46713187 0.33554081 0.58755746 0.1399268  0.57952638 0.95398921]
[0.67249552 0.1987506  0.73079136 0.12092547 0.42824318 0.38054966],[0.19862164 0.80423479 0.27354975 0.57271136 0.93998917 0.23536377],[0.95839324 0.8034427  0.68445246 0.96817871 0.81599045 0.53021056],[0.17482708 0.26333579 0.03632741 0.84383044 0.84225117 0.8031564 ],[0.79987142 0.48726233 0.63742398 0.95131897 0.01048075 0.59946749],[0.84483136 0.3521377  0.25256047 0.46039961 0.30009762 0.93510219]
[0.16188384 0.96713536 0.40111181 0.02187499 0.64847019 0.75324304],[0.44089812 0.50943815 0.89926445 0.32236624 0.87236206 0.45855241],[0.53814483 0.09940476 0.58756185 0.92039152 0.53202058 0.3060948 ],[0.89406394 0.6296142  0.05137667 0.10019768 0.59013301 0.56708151],[0.79440145 0.74020632 0.13066178 0.46000481 0.48249417 0.45611453],[0.72760427 0.068157   0.93799703 0.44644905 0.30535503 0.80120137]
[0.84854037 0.81035156 0.61614738 0.57070424 0.87522725 0.29716318],[0.26388222 0.84382007 0.27284299 0.4755352  0.73320033 0.24638819],[0.33875482 0.03910947 0.15469346 0.57324368 0.78531102 0.46573023],[0.20700388 0.7957009  0.81516446 0.6098925  0.66541831 0.28842678],[0.69162007 0.95366179 0.79831988 0.99465951 0.89604719 0.95554766],[0.91800441 0.80088399 0.74629206 0.2554463  0.70859599 0.87412771]
[0.9106123  0.96818252 0.99378921 0.28753112 0.50585965 0.29653854],[0.33152708 0.56409245 0.45594115 0.85395891 0.67364226 0.30013266],[0.59235602 0.37257647 0.04890124 0.16269615 0.48373281 0.08359685],[0.02317914 0.42576028 0.51934844 0.45438694 0.33625307 0.71695251],[0.79508388 0.08383925 0.34238634 0.22477833 0.29020516 0.05133592],[0.77267846 0.67556972 0.55847171 0.5778887  0.63467106 0.64267508]
