[0.54886227 0.4701115  0.14991527 0.52999403 0.85780787 0.10353144],[0.46144119 0.4973358  0.2457078  0.20753471 0.12012342 0.54657966],[0.61415533 0.9637746  0.13528144 0.34863061 0.75034834 0.73939075],[0.57689246 0.46042482 0.03208421 0.66422168 0.31546869 0.65983996],[0.61847039 0.02577954 0.11215194 0.51439788 0.47185098 0.04084664],[0.23944793 0.12685205 0.10802638 0.88075165 0.94469946 0.16531815]
[0.72495    0.6942326  0.1768568  0.45892352 0.28291407 0.62433589],[0.45957518 0.94245141 0.89427425 0.75011332 0.1233642  0.57014   ],[0.72514831 0.65316369 0.68768937 0.03813723 0.13913931 0.04347781],[0.23262044 0.72690374 0.96040289 0.47316102 0.97998899 0.73723137],[0.87190965 0.06982786 0.57321282 0.79055355 0.89661899 0.22762317],[0.72586638 0.54936872 0.35486455 0.32401497 0.76719229 0.84455864]
[0.81124039 0.03819159 0.46187898 0.2352939  0.46611155 0.34345623],[0.98333752 0.2898525  0.31335276 0.49299274 0.23862513 0.91377981],[0.85852342 0.23118321 0.81686941 0.32320704 0.87721161 0.79427993],[0.56590348 0.96163239 0.8362767  0.19735153 0.11414348 0.71754007],[0.96736106 0.95421739 0.04970985 0.42614787 0.2478901  0.79992828],[0.26118269 0.58529857 0.24139524 0.68785193 0.8738466  0.8154784 ]
[0.37128547 0.35256556 0.38538959 0.46063438 0.37526743 0.47361099],[0.78485778 0.09142271 0.28933925 0.27229357 0.78741009 0.21995928],[0.92881471 0.68389468 0.1491689  0.54207089 0.77147541 0.3119357 ],[0.68919917 0.97397682 0.52124852 0.6248874  0.59542243 0.18942445],[0.57958306 0.15466785 0.72294709 0.04773162 0.87041233 0.59539942],[0.17576804 0.14539729 0.95163977 0.17880833 0.45568854 0.36941774]
[0.51946542 0.41406356 0.82926785 0.16111621 0.08171371 0.15778734],[0.61643138 0.99403271 0.73904229 0.4571898  0.84848106 0.74049335],[0.34419865 0.01676258 0.76426859 0.73487368 0.34870826 0.55003557],[0.94458899 0.18210221 0.71406237 0.84134294 0.34563786 0.07948833],[0.21219698 0.85435618 0.05856796 0.22704854 0.72264734 0.85474259],[0.08060364 0.74066177 0.46150043 0.23095756 0.58731227 0.79650569]
[0.34695881 0.82791369 0.87789341 0.79379331 0.60249612 0.36424629],[0.64827907 0.02439434 0.55871162 0.97204113 0.76418004 0.92168109],[0.37936156 0.76114495 0.96294774 0.06092443 0.89455557 0.98108775],[0.85816807 0.8050333  0.75477199 0.41366432 0.48046917 0.09474426],[0.40101597 0.84268588 0.95052091 0.82273975 0.54691586 0.89338091],[0.6632702  0.64928212 0.50891511 0.35357505 0.41042306 0.85039046]
[0.35296843 0.00079805 0.52101832 0.23625064 0.2482036  0.27096261],[0.30961086 0.1881836  0.55567999 0.618475   0.68910744 0.0444786 ],[0.84483379 0.69109223 0.87905326 0.85467829 0.17066999 0.60796567],[0.0934813  0.71190144 0.80009665 0.09156136 0.30820817 0.65579998],[0.23109049 0.30266959 0.05952405 0.51312641 0.56974397 0.2005787 ],[0.98232357 0.64930513 0.48554374 0.15022532 0.52723628 0.80997766]
[0.43089908 0.61795296 0.78274084 0.28541299 0.86490247 0.65400378],[0.10274631 0.09948793 0.6267758  0.94324986 0.44115543 0.23425218],[0.68647207 0.17909127 0.15068352 0.62953525 0.84988808 0.62918532],[0.38236091 0.38057821 0.80189921 0.93968188 0.69994173 0.08949148],[0.95891799 0.93726271 0.49669171 0.4661375  0.10854677 0.4687946 ],[0.85422437 0.85052153 0.94847518 0.84613893 0.58767466 0.07889403]
[ 0.19532055  0.30983439  0.15326204  0.28429802 -0.11956151 -0.15231959],[0.18491809 0.23119824 0.71295916 0.99767953 0.63923299 0.86338368],[0.49545202 0.48666124 0.97980017 0.81578923 0.77230572 0.60690657],[0.53052796 0.72643981 0.3753518  0.20367922 0.09422704 0.24183263],[0.69044627 0.4161377  0.82248127 0.11396757 0.51978436 0.35251968],[0.0413745  0.66399673 0.46612055 0.08053849 0.62889048 0.00617618]
[ 0.50766971  0.19958533 -0.03803674 -0.20810921 -0.12309034 -0.14229648],[ 0.55152148  0.0791709  -0.2678884  -0.41398644 -0.23026011  0.51910714],[0.40388601 0.54902774 0.33848766 0.40126495 0.07954894 0.8694345 ],[ 0.11511697 -0.33417597 -0.06497324  0.18954602  0.45708802 -0.32297897],[-0.01195423  0.65048709  0.57078763  0.17130932  0.22984711  0.19361876],[ 0.71946602  0.80790266  0.79092905  0.85753395 -0.07303527 -0.06137091]
"[-7.08112452e-04 -7.42078491e-04  9.48527650e-02 -1.71128929e-04
 -3.10887199e-01  2.02504173e-01]"
