[0.72364596 0.94756369 0.87396943 0.55922598 0.69659303 0.59246814],[0.26303856 0.44872876 0.80504607 0.21723731 0.34234515 0.19805045],[0.23010111 0.37496863 0.16445713 0.20466099 0.45094125 0.31233762],[0.02832397 0.29074007 0.76112481 0.26131293 0.94777936 0.8365938 ],[0.41297975 0.84585869 0.84963008 0.65666665 0.79020825 0.54214553],[0.51982501 0.04352975 0.17564996 0.36108111 0.28304504 0.75985667]
[0.66726151 0.4815575  0.6727897  0.52818565 0.71459573 0.12717369],[0.11978698 0.0005544  0.03346406 0.50123634 0.0882834  0.12453934],[0.05295562 0.59658668 0.79935586 0.89744736 0.89307844 0.11883136],[0.16282263 0.51217572 0.60385584 0.52643473 0.36364303 0.32648139],[0.59209473 0.17785274 0.44758873 0.39640367 0.05085556 0.07531326],[0.05401501 0.98603756 0.13447436 0.31044515 0.99009703 0.18571603]
[0.67870289 0.03364977 0.41393231 0.66028338 0.66096026 0.97781306],[0.84553193 0.03365264 0.4531963  0.78661654 0.0771536  0.10406555],[0.19532141 0.56761298 0.81960195 0.25954692 0.12734924 0.97400536],[0.01138264 0.23734832 0.81213058 0.10306975 0.44232584 0.6598307 ],[0.45464995 0.88905861 0.74297709 0.14215433 0.97690357 0.70816866],[0.86954687 0.26411137 0.47377121 0.58701103 0.53206505 0.18525939]
[0.72001243 0.9900411  0.51454201 0.31678731 0.6518123  0.02175011],[0.86118422 0.5487179  0.35187675 0.6125313  0.41971962 0.04400705],[0.35304237 0.64063811 0.51846897 0.52252777 0.53772264 0.55282567],[0.73047029 0.81777832 0.25574337 0.12271604 0.09770928 0.53818807],[0.53709279 0.75506952 0.99680498 0.11374365 0.66062608 0.52843791],[0.61173864 0.70738094 0.28862459 0.7909361  0.20795995 0.62790838]
[0.24796539 0.07311195 0.65620038 0.04969885 0.09616785 0.16731406],[0.69645435 0.85651097 0.07262487 0.47898246 0.69818915 0.26848934],[0.0130856  0.65959171 0.35406607 0.81283407 0.32289359 0.28663791],[0.46540688 0.03741491 0.90529824 0.4678133  0.00133418 0.4690107 ],[0.2029745  0.76725271 0.99547367 0.73087632 0.44542452 0.86209808],[0.49916684 0.17542073 0.25915438 0.61398034 0.81004109 0.7682918 ]
[0.92571315 0.31393425 0.5856424  0.93062113 0.13445563 0.46326748],[0.99276633 0.5122245  0.38672569 0.25072925 0.49880796 0.11759592],[0.00776726 0.63490856 0.74147718 0.70449003 0.87817307 0.41552127],[0.37528345 0.53173173 0.8118479  0.22233099 0.98738319 0.99838409],[0.02403618 0.36377195 0.45072797 0.62317286 0.56992988 0.52241219],[0.86967786 0.53378186 0.50777903 0.70166235 0.71771043 0.38734   ]
[0.36623385 0.27938384 0.91192285 0.71845569 0.12021097 0.0721922 ],[0.82245447 0.49977031 0.02649958 0.37551364 0.49240947 0.03973083],[0.9730288  0.21202904 0.9790647  0.66343451 0.28141494 0.49191858],[0.07560954 0.34323569 0.83282481 0.77571684 0.68084986 0.45463434],[0.08996168 0.94300259 0.49176772 0.81603463 0.88059648 0.34450029],[0.0854426  0.06820615 0.86949025 0.13226388 0.59512444 0.93784409]
[0.06471716 0.08248156 0.72679481 0.59773354 0.89234593 0.85342115],[0.51431831 0.41233263 0.72151696 0.91906527 0.01051127 0.83259856],[ 0.60833606  0.66159727 -0.0159509   0.6715848   0.10105154  0.01888856],[ 0.67958842  0.14317298  0.40593557  0.56361652  0.48592675 -0.02912903],[0.65774456 0.83246485 0.94810047 0.86163816 0.42433984 0.26379423],[0.76017852 0.34213121 0.57742844 0.49416316 0.60042523 0.76108426]
[-0.65272505 -0.4668352  -0.21340074 -0.42031872 -0.37775243 -0.47239928],[0.39768816 1.03288593 0.37029957 0.36036938 0.97756802 0.81574813],[0.79355482 0.46976773 0.80374293 0.27055468 0.26949791 0.55951576],[0.45750796 0.98810254 0.67042392 0.30836984 0.36845588 0.64602915],[-0.67238201 -0.57954478 -0.76223811  0.17187743 -0.77669999 -0.18783196],[-0.50506797 -0.77235595 -0.19787861 -0.04679467 -0.96760072 -0.13899907]
[ 0.12371861 -1.12515916 -0.60262693 -1.20965361 -0.37928869  0.26170543],[ 0.21981604 -1.42792154 -0.90182622 -0.56112862 -0.34006559 -0.29811759],[ 0.12504879 -1.58733886 -0.7261153  -0.58055262  0.053178   -0.42042428],[-0.0178642  -1.09479791 -0.98347074 -0.84465108 -0.3245062   0.17992568],[-0.31316969 -0.99349358 -1.13429218 -0.80016387  0.07909333  0.18879856],[-0.56745087 -0.95676557 -0.41844569 -1.48225076  0.39942433 -0.35206512]
[-1.74693426 -1.7258662  -1.7271869  -1.7327777  -1.72561763 -1.69587734]
