[0.27684519 0.94947604 0.01934376 0.10106454 0.50104186 0.29011424],[0.45519694 0.6030602  0.6236096  0.58823385 0.44731003 0.65350172],[0.93408186 0.3554896  0.94393381 0.09326186 0.47129826 0.27900048],[0.7731519  0.19126688 0.40915564 0.13916142 0.14231409 0.6831968 ],[0.39147539 0.25801125 0.4436229  0.14490655 0.70211652 0.22402633],[0.63481153 0.57879147 0.88447306 0.07222612 0.3730742  0.33346591]
[0.83761124 0.7029802  0.97896442 0.82407228 0.49460129 0.62427292],[0.92782276 0.45859851 0.29373988 0.63031797 0.16756334 0.94599495],[0.36583377 0.92722811 0.74687434 0.51864295 0.91223894 0.18183163],[0.60125417 0.9195865  0.00998941 0.05883432 0.25243289 0.30770086],[0.37261522 0.92758968 0.02091946 0.32343705 0.84115105 0.49222969],[0.72291302 0.66705289 0.83131091 0.581317   0.29268589 0.51562844]
[0.83269964 0.87541511 0.50532598 0.4450504  0.71249584 0.92036231],[0.31841738 0.48978376 0.75090515 0.52316989 0.90321108 0.85454143],[0.62168235 0.58247969 0.40326748 0.36178307 0.82620863 0.56638229],[0.26668653 0.60632054 0.85104738 0.72318325 0.23092742 0.59779477],[0.35267345 0.91653426 0.60933726 0.32584705 0.7706638  0.54667422],[0.77397987 0.08156675 0.85094437 0.18123181 0.40821114 0.99893738]
[0.34510903 0.45803087 0.00489568 0.72086078 0.30469253 0.58281702],[0.6523694  0.67438728 0.37316891 0.02855023 0.07758091 0.34709858],[0.27500923 0.73656737 0.54309348 0.42102941 0.60287251 0.0697117 ],[0.39339174 0.7433435  0.91669243 0.82009601 0.46180544 0.30659249],[0.3031548  0.59818131 0.91672224 0.4921441  0.25096651 0.76772259],[0.9662805  0.71251547 0.89287717 0.78611809 0.91602916 0.33376164]
[0.01035558 0.14462758 0.23069577 0.80437053 0.91178557 0.1830578 ],[0.76828345 0.21062373 0.01677908 0.50029602 0.21219525 0.23269456],[0.156453   0.14606761 0.00287622 0.24305074 0.60311084 0.67064376],[0.05858856 0.77661084 0.94826115 0.23217536 0.90421265 0.60636512],[0.85963364 0.91090168 0.86971441 0.0646148  0.08464188 0.38146912],[0.80581633 0.32133363 0.71625882 0.28013364 0.41703605 0.56773798]
[0.53486788 0.87650791 0.12099596 0.41514289 0.04319116 0.10527517],[0.02196076 0.92431786 0.85341672 0.82172421 0.05397227 0.07778734],[0.42785568 0.81588507 0.52694177 0.62575935 0.65355701 0.70211183],[0.80777007 0.08679801 0.9031341  0.40787384 0.45200197 0.2735819 ],[0.86910471 0.99027763 0.19281494 0.63932287 0.14183159 0.0534135 ],[0.69693919 0.31975749 0.50824909 0.25182916 0.10413018 0.39914212]
[0.24015109 0.94265688 0.53242837 0.03672144 0.28898699 0.84022587],[ 0.41213857 -0.00978143  0.18431551  0.22861049 -0.02041132  0.4059856 ],[0.38871917 0.40267556 0.50930048 0.78140097 0.94577926 0.62913689],[0.89162942 0.12284483 0.82581987 0.10906193 0.72753317 0.95372621],[0.46793468 0.05858878 0.01842971 0.57792093 0.92202529 0.79186049],[ 0.23172763 -0.00774854 -0.00798075  0.0336441  -0.04377971  0.69296531]
[0.70551647 0.59443439 0.1715979  0.43461856 0.16345207 0.29880291],[ 0.33093128  0.17356175 -0.13354087  0.24672948 -0.0288662   0.27028181],[ 0.49186651  0.0442288   0.08238684  0.33081601 -0.0429897   0.57480071],[0.82255131 0.78231377 0.88885998 0.20747459 0.60981171 0.47388679],[0.02481103 0.09099735 0.46485554 0.6108501  0.66857647 0.2684649 ],[0.74434568 0.19648786 0.42526709 0.13780793 0.33665447 0.19303529]
[0.34513526 0.82335888 0.5239306  0.9759645  0.55735938 1.04415722],[-0.81589441  0.09670214  0.05415319 -0.76175046 -0.5644527  -0.77771661],[0.92121526 0.21243172 0.20217846 0.67706412 0.72393608 0.6345937 ],[-0.22736325 -0.7060398  -0.35698346 -0.32118206 -0.14648754 -0.71556169],[-0.77058325  0.02106935 -0.60845498 -0.96009655 -0.3333013  -0.00856105],[0.89195161 0.70800884 0.11049287 0.68204782 0.6919323  0.15775777]
[-1.24073086  0.19296903 -1.14837044 -0.02130742 -0.06983841 -0.52637676],[-1.62003882 -0.04852667 -0.5200158  -0.05982261 -0.14396935 -0.72878461],[-0.82108539 -0.2298246  -1.05322145  0.0357233  -0.0674138  -1.03497512],[-1.43382224  0.03313333 -0.51638299 -0.46887368  0.33849204 -0.91634242],[-1.05354121 -0.1916816  -1.01013123 -0.42339739 -0.21610185 -0.73354338],[-1.02480634 -0.26717147 -1.07111494  0.28304315 -0.43303547 -0.80294104]
[-1.67873642 -1.66976109 -1.6713492  -1.65166773 -1.62177522 -1.68123648]
